period_seq,b2c_timeseries
2698,11437.37626778196
2699,11634.821970730976
2700,10678.862200613326
2701,10419.960415712116
2702,10260.010775457638
2703,10527.524820277633
2704,11128.48929035448
2705,11093.73455066881
2706,11808.331079184974
2707,13629.855223924424
2708,14884.03287392913
2709,24424.621216102543
2710,30008.738247805733
2711,22786.424474891148
2712,23216.197357169152
2713,14798.448728975753
2714,9707.565816579818
2715,9734.967819481766
2716,9541.77342737833
2717,8954.97882274584
2718,8749.250995072294
2719,8694.050059762536
2720,9293.663618136556
2721,9292.360554266244
2722,8601.872155680168
2723,8551.753583079908
2724,8586.738069350826
2725,8686.08051522289
2726,8398.81386883986
2727,9754.5216786337
2728,10057.15237296816
2729,8523.837879621387
2730,7565.823376086992
2731,8876.01121526692
2732,9175.997278418992
2733,8809.458297466013
2734,
2735,
2736,
2737,
2738,
2739,
2740,
2741,
2513,20737.51799886079
2493,22000.8621388742
2506,23015.91410148675
2494,21976.56838092592
2483,34150.812005804655
2489,25916.58577861466
2481,37744.726223883445
2516,24303.0774374678
2524,24797.550697422288
2479,33336.07949298921
2490,23692.4770988215
2503,56240.31914085365
2497,21095.53943433244
2500,39530.79429314236
2519,22900.735904895104
2488,26084.410862532204
2491,24004.399179193613
2495,20728.54225519922
2501,44762.21802152612
2510,22933.817840324795
2507,23545.29602023536
2517,27814.16515036952
2505,25985.233393016
2487,26491.527471179405
2523,25375.490028358225
2485,33172.704510995136
2480,34288.607919999675
2502,50249.194836036
2525,24857.049792943897
2482,30426.93036276761
2520,23056.85059757638
2486,28067.00088212109
2512,20855.34180279689
2498,29512.33476922184
2484,32745.74002537573
2514,24416.8224327573
2508,21776.879583346134
2509,21886.25446584788
2521,22570.130559230656
2504,59029.0288832485
2492,24208.10085438504
2511,21674.542411952083
2515,24714.4427582531
2499,29723.352541665907
2496,21820.956297756595
2526,21475.04247860911
2518,28667.000541005607
2522,25313.22098566609
