period_seq,b2b_timeseries
2527,7069.445982977919
2528,7013.880015052204
2529,6412.132066066066
2530,6818.753876876876
2531,7501.47715015015
2532,7593.743272233704
2533,7976.725705566247
2534,7396.516
2535,7415.207555555555
2536,5811.95634502924
2537,5217.764281045752
2538,4912.388325421397
2539,5201.79324929972
2540,5027.929853457172
2541,4466.142816993464
2542,4063.421303362278
2543,3884.513769865841
2544,4169.718977148754
2545,3941.159734459384
2546,3779.695707082353
2547,3672.729983006536
2548,3859.6522579831926
2549,3940.99867535014
2550,4177.788543014006
2551,4238.343385154061
2552,9602.87578382521
2553,6522.158058823529
2554,4804.896079110644
2555,5190.094496732026
2556,7880.051921568627
2557,5788.369215686274
2558,5301.006592903828
2559,5057.460571428571
2560,4703.9668408029875
2561,8617.204113120448
2562,5257.116857142857
2563,4362.69418786648
2564,4232.528313725489
2565,4515.318327264239
2566,4471.211819327731
2567,4494.342862745098
2568,4082.834941176471
2569,4302.5269803921565
2570,5074.363352941176
2571,5002.998065652174
2572,4881.62639092174
2573,4961.594456178882
2574,4648.946657337198
2575,5175.719591836735
2576,5250.2916444161
2577,5711.631
2578,7432.461109693877
2579,7190.486517857144
2580,5634.899109635
2581,5966.7
2582,5575.876111111112
2583,6660.185
2584,7165.621734693877
2585,7561.679285714285
2586,6961.1576875
2587,5845.205
2588,5862.08
2589,4600.508892888889
2590,4662.821938775512
2591,4474.425
2592,4391.245
2593,4253.135
2594,4269.893373774509
2595,3835.54
2596,3966.0230392156864
2597,3700.692142857143
2598,3569.691031746032
2599,4417.95
2600,4179.74
2601,4707.205
2602,4454.645
2603,4732.28
2604,4986.97
2605,11745.027142857143
2606,5832.35
2607,4602.94
2608,6331.54
2609,5171.844285714286
2610,4381.71
2611,3702.222142857143
2612,3693.325
2613,5982.884285714286
2614,4068.6065
2615,3152.9067857142854
2616,3362.0017857142857
2617,3403.5590357142855
2618,3674.7985
2619,3283.096354166667
2620,2725.9146875
2621,2166.6071875
2622,2351.059330357144
2623,2435.1109375
2624,2364.9913722826086
2625,2605.8071875
2626,2866.875929736025
2627,3097.18275
2628,2998.8115
2629,3285.714
2630,4004.575081081081
2631,4329.239777027027
2632,3886.937142857143
2633,3905.1925
2634,3823.512638888889
2635,3982.79125
2636,4552.307
2637,4388.122
2638,4140.005125
2639,4456.728346153846
2640,4203.377
2641,3047.2671875
2642,3046.5934375
2643,3053.1234375
2644,3268.501033653846
2645,3077.94375
2646,2796.6223214285715
2647,2700.247142857143
2648,3121.837596153846
2649,2924.74
2650,2785.98375
2651,2871.48875
2652,3403.13375
2653,3784.162596153846
2654,3951.79625
2655,4508.945
2656,5971.66875
2657,11808.2
2658,6094.874842105263
2659,4543.931846153846
2660,5343.688
2661,3894.048
2662,3963.468163934426
2663,3305.790163934426
2664,3118.860163934426
2665,2990.9
2666,3092.285
2667,2923.740163934426
2668,2801.2125
2669,2918.983888888889
2670,3054.8125
2671,3063.08
2672,2916.382717391304
2673,2764.425
2674,3297.471346153846
2675,2674.8925
2676,2697.015217391304
2677,2723.63
2678,3043.815217391304
2679,3171.875
2680,3740.520217391304
2681,3422.600652173912
2682,3843.970217391304
2683,4260.9319444444445
2684,3604.58
2685,3605.215217391304
2686,3279.905434782608
2687,5108.665217391304
2688,4212.017161835749
2689,4508.080434782608
2690,4041.25
2691,4132.657717391304
2692,4426.028846153846
2693,3606.5
2694,3404.173369565216
2695,3105.1125
2696,3191.1125
2697,3255.652717391304
2698,3077.25
2699,2927.274
2700,3124.9
2701,3190.555723463687
2702,2921.884
2703,2940.193723463687
2704,3479.183946927374
2705,3775.477446927374
2706,3847.2535
2707,4850.725223463687
2708,5077.461
2709,9430.9285
2710,6575.724
2711,3894.3795
2712,5077.8925
2713,4087.0685
2714,3242.0185
2715,2868.65
2716,2836.2285
2717,3015.2285
2718,3580.1545
2719,2812.698
2720,2961.794
2721,2649.4
2722,2589.55
2723,2593.308
2724,2727.058
2725,2588.152
2726,2857.932
2727,3043.769
2728,2844.766
2729,3332.056666666667
2730,2872.302
2731,3142.095
2732,2939.022
2733,2955.546
2734,2875.088
2735,3610.264
2736,3124.352
2737,2982.27
2738,3148.22
2739,3437.8
2740,3736.9
