period_seq,b2b_timeseries
2610,5680.689678730159
2611,4544.5517429841275
2612,4544.5517429841275
2613,7952.965550222224
2614,5680.689678730159
2615,4970.853923571429
2616,4786.748222698413
2617,4418.53682095238
2618,4234.431120079365
2619,4849.948130357144
2620,8729.906634642859
2621,9699.896260714288
2622,9053.236510000002
2623,5958.042973611112
2624,7149.651568333335
2625,5481.399535722223
2626,5243.077816777778
2627,5561.861721367525
2628,5214.2453637820545
2629,6952.327151709405
2630,8690.408939636756
2631,8342.792582051288
2632,10563.406890659344
2633,8998.457721672774
2634,8998.457721672774
2635,10563.406890659344
2636,8830.986856575084
2637,10690.141984275102
2638,8366.19807465008
2639,8830.986856575084
2640,9760.564420425091
2641,6691.729121355304
2642,7043.925390900321
2643,9509.299277715432
2644,11974.673164530544
2645,11175.601071492243
2646,9933.867619104216
2647,9933.867619104216
2648,10347.778769900224
2649,17261.83789693463
2650,12227.135176995364
2651,12227.135176995364
2652,14384.864914112191
2653,15823.351405523412
2654,10414.245887889912
2655,12252.053985752837
2656,14702.464782903404
2657,23891.505272218037
2658,16346.277644228727
2659,14984.087840543
2660,14302.992938700136
2661,10216.423527642954
2662,12259.708233171545
2663,19658.90133177584
2664,17245.41366530386
2665,16473.917776479866
2666,15670.421887655872
2667,13222.934221183892
2668,11042.876217482246
2669,13452.484448728212
2670,11918.319509980633
2671,13382.484448728212
2672,12132.78587259676
2673,11532.674437692893
2674,14832.454482019984
2675,9765.228698077408
2676,9918.646588663965
2677,9835.646588663965
2678,9404.369647469632
2679,11777.031294635624
2680,10462.277703808004
2681,9376.649933427203
2682,10477.277703808004
2683,11437.586074188805
2684,10419.277703808004
2685,8651.56022731033
2686,9053.872619087011
2687,13918.6213204072
2688,9471.076210863694
2689,10774.287105495509
2690,10269.035338567148
2691,10290.035338567148
2692,10811.287105495509
2693,9291.565004710434
2694,8915.656065886822
2695,8858.656065886822
2696,10733.334412946577
2697,8522.92039647487
2698,8473.931992606933
2699,8826.44791400966
2700,8633.790715611489
2701,9985.668669472629
2702,8869.040808820737
2703,8685.422945090511
2704,8830.854116723038
2705,9827.303917771951
2706,8857.510692148368
2707,9786.10898358226
2708,12531.116500969101
2709,21322.26916666667
2710,17421.78916666667
2711,11937.2325
2712,13231.42
2713,13144.6325
2714,11148.56
2715,12261.705
2716,12972.364166666668
2717,12136.12
2718,14503.69
2719,11089.40568
2720,10157.13
2721,9348.555
2722,9430.785
2723,8565.285
2724,8928.105
2725,8251.195
2726,9321.795
2727,9538.44
2728,9565.52
2729,8173.728442622962
2730,8891.795
2731,8508.125
2732,7867.799638157894
2733,7797.611666666666
2734,9278.4881372549
2735,10948.501967213013
2736,9526.747222222208
2737,9384.335223880575
2738,8316.738282051283
2739,8827.21
2740,9914.575
2741,9740.355
