period_seq,b2b_timeseries
2680,4727.86
2681,6690.578
2682,6513.81
2683,5657.56
2684,4470.11
2685,4937.25
2686,4522.44
2687,4624.15
2688,4162.85
2689,3900.96
2690,4861.75
2691,4347.045
2692,4189.87
2693,4719.9
2694,5170.75
2695,5951.25
2696,5589.05
2697,4855.55
2698,5552.175
2699,8414.275
2700,6520.975
2701,5568.275
2702,6573.71
2703,7486.671
2704,7795.21
2705,5963.652
2706,9198.96
2707,12111.7
2708,12936.2
2709,15835.25
2710,15118.3
2711,18583.045
2712,21149.955
2713,13916.025
2714,8197.558333333332
2715,7439.54
2716,6807.34
2717,5910.64
2718,5833.54
2719,4891.34
2720,5211.375
2721,5503.7375
2722,4874.8375
2723,4212.2375
2724,4932.6
2725,5027.4
2726,4597.6
2727,4947.4
2728,5404.75
2729,5069.55
2730,5231.85
2731,5488.85
2732,4031.6
2733,4615.9
2734,4708.3
2735,4635.6
2736,4344.9
2737,4227.95
2738,4563.15
2739,4605.65
2740,3455.15
