period_seq,b2c_timeseries
2527,118041.3676052812
2528,127938.77629889442
2529,150472.58465794433
2530,122921.9055837043
2531,113593.40199831208
2532,99302.9605309858
2533,103105.20356351064
2534,99990.03334838216
2535,83746.23549079293
2536,98832.68470600444
2537,98713.28833447496
2538,101041.0934075514
2539,107916.06957155156
2540,121742.829665017
2541,119087.12259909998
2542,115148.83869998952
2543,130982.56382692358
2544,127824.07596732237
2545,111914.19290857918
2546,114312.60417382086
2547,105741.13840206052
2548,120894.76531679854
2549,140507.25394578924
2550,144542.76415842032
2551,143252.05276639984
2552,282171.8112605278
2553,252728.24628827936
2554,191912.0086655681
2555,185844.07303335515
2556,195173.4629271646
2557,135176.30230681118
2558,152921.5318232226
2559,138457.8514715202
2560,124918.08954252952
2561,121051.19614057384
2562,142296.96851554295
2563,132373.65093252945
2564,117958.54266438706
2565,109377.11752362936
2566,133158.13306840818
2567,125395.5291528128
2568,113669.31765678684
2569,103527.22863435044
2570,111169.51548083976
2571,104332.19795344204
2572,103393.7527025193
2573,86864.8254117973
2574,80641.85516632548
2575,102424.06271267105
2576,95550.43603140808
2577,91189.40868549628
2578,85155.4655452005
2579,94630.89290689792
2580,91578.69558688902
2581,78005.62890573939
2582,95574.02221488424
2583,89075.43757389761
2584,94436.91611408116
2585,89566.16897702665
2586,113634.18075364636
2587,84102.8003672719
2588,103074.3620330504
2589,95353.29659049214
2590,95661.70609012133
2591,90770.37758048822
2592,99457.36536160682
2593,110923.2685474448
2594,102339.76067317532
2595,99554.77073187951
2596,116603.70159181788
2597,120582.39075420708
2598,105089.9095789016
2599,101146.45757343728
2600,101829.21541491734
2601,117290.46164910718
2602,120443.5460877472
2603,117642.59570069992
2604,127728.3734244096
2605,345323.26346850337
2606,236117.4817053876
2607,175617.3051625899
2608,180730.0288272733
2609,138237.71410162342
2610,160063.92717297658
2611,135080.42481911823
2612,117291.64307339602
2613,116129.84921982346
2614,133540.98566455522
2615,114127.28040361976
2616,101046.36586569592
2617,104943.87253868848
2618,113483.1233522975
2619,119859.5078666512
2620,113289.31103007216
2621,89208.80947946532
2622,89806.37533051196
2623,118419.63271443357
2624,91596.0647851752
2625,85181.67873545543
2626,93665.97763120403
2627,124089.36596731872
2628,130301.61005967965
2629,135731.8065846837
2630,117394.65146905831
2631,136067.07181486988
2632,112429.65895520434
2633,110708.35572844432
2634,107285.00772627164
2635,97742.55589696184
2636,125931.69669461074
2637,109485.66434225654
2638,98364.30440948442
2639,100626.80105910289
2640,107810.64023261616
2641,101349.07713439816
2642,91125.79242722275
2643,99980.44619487767
2644,110576.77810946158
2645,117959.0318999604
2646,103725.02115832118
2647,99285.80382538291
2648,111967.66522497807
2649,109640.99985514552
2650,132333.15921782635
2651,162056.32081829093
2652,158720.3255855956
2653,145996.3029193508
2654,147135.06926540966
2655,163094.66150502925
2656,168138.0610805953
2657,398009.00545319024
2658,266082.96902837313
2659,231750.2206943427
2660,195077.83591193103
2661,76951.07527837023
2662,102078.3063301577
2663,108604.97076571
2664,106229.88686182596
2665,99955.77879052937
2666,116677.28778299157
2667,120145.66391394207
2668,108044.36212060603
2669,95412.58958051565
2670,90031.50947452965
2671,86350.4821717797
2672,108850.828455937
2673,110757.6709276815
2674,108004.38014614342
2675,82628.85255761819
2676,84823.370381892
2677,83298.01593770801
2678,77204.61220257494
2679,77398.9429059126
2680,91991.48491902662
2681,76103.18245773026
2682,84900.4175190553
2683,92443.8941113703
2684,96017.04163473964
2685,103311.10098754376
2686,93855.31154399151
2687,121493.44394081958
2688,105622.48461223
2689,86237.42850523975
2690,82634.15115212469
2691,79328.17891870932
2692,92106.21514953952
2693,94769.53328555384
2694,79961.90749933614
2695,87044.45298640318
2696,98744.578272525
2697,97471.72773101044
2698,85472.51225818798
2699,93942.08809287756
2700,84938.23848145193
2701,96938.97792395968
2702,93047.97714677174
2703,90067.9786173337
2704,105828.87234910886
2705,102079.07341201633
2706,104170.41133054992
2707,117846.23134426218
2708,141216.2392698218
2709,294153.2898496484
2710,195242.322353905
2711,129669.19409722784
2712,141123.11218576838
2713,105677.30720323978
2714,116824.59861576924
2715,130885.79222621895
2716,102941.72499494137
2717,96474.10235015028
2718,102366.50910059508
2719,96588.24336620505
2720,87770.48389706344
2721,89307.7811181393
2722,95070.94373674697
2723,94795.57865635068
2724,78356.7287283763
2725,77034.72763064137
2726,67762.51187070676
2727,82621.4670734859
2728,90747.27343393414
2729,73457.07740079134
2730,64905.71953332767
2731,76558.61554345176
2732,70081.43147920037
2733,63140.80045734543
2734,
2735,
2736,
2737,
2738,
2739,
2740,
2741,
2479,144560.76247703034
2480,124430.70697266005
2481,129107.15115232504
2482,97311.74238292297
2483,103824.6379618024
2484,110838.1178679884
2485,103195.83767188645
2486,96995.26804345254
2487,94479.18537950687
2488,104013.75171669872
2489,112937.17306398106
2490,105598.9035989882
2491,97818.89072635668
2492,128109.36837357434
2493,120861.37671622093
2494,110423.88717481328
2495,107769.22168471653
2496,125284.91193413494
2497,133362.20982560984
2498,120341.09793346858
2499,126619.49730620768
2500,223146.6173663719
2501,205956.6565035481
2502,162797.43403963765
2503,171443.7281643724
2504,179907.1827920902
2505,151239.13230817078
2506,142023.2232550368
2507,131341.89354115873
2508,109512.47331705592
2509,111270.07908591349
2510,132215.77571113646
2511,111595.3264916319
2512,107585.67232457112
2513,104483.10443193228
2514,116236.25827658972
2515,109411.55554052436
2516,101588.63413466292
2517,100848.09139082192
2518,115519.2752378249
2519,93399.45283291324
2520,88679.46091618964
2521,80536.90461273286
2522,94113.02684966824
2523,100448.6350269448
2524,86887.21125474469
2525,99195.28661235327
2526,93611.8494648163
