,country_code,item_group_code,outlet_group_code,week_of_forecast,target,baseline,num_values_used_in_calculation,mape,mae,rmse,mpe,wide_mape,mape_cumsum_h_1,mape_cumsum_h_4,mape_cumsum_h_8,mape_cumsum_h_13,mape_cumsum_h_26,mae_cumsum_h_1,mae_cumsum_h_4,mae_cumsum_h_8,mae_cumsum_h_13,mae_cumsum_h_26,rmse_cumsum_h_1,rmse_cumsum_h_4,rmse_cumsum_h_8,rmse_cumsum_h_13,rmse_cumsum_h_26,mpe_cumsum_h_1,mpe_cumsum_h_4,mpe_cumsum_h_8,mpe_cumsum_h_13,mpe_cumsum_h_26,wide_mape_cumsum_h_1,wide_mape_cumsum_h_4,wide_mape_cumsum_h_8,wide_mape_cumsum_h_13,wide_mape_cumsum_h_26,in_prod_training,in_prod_inference,1-mase,1-rmsse,rmsse,1-mase_cumsum_h_1,1-mase_cumsum_h_4,1-mase_cumsum_h_8,1-mase_cumsum_h_13,1-mase_cumsum_h_26,1-rmsse_cumsum_h_1,1-rmsse_cumsum_h_4,1-rmsse_cumsum_h_8,1-rmsse_cumsum_h_13,1-rmsse_cumsum_h_26,rmsse_cumsum_h_1,rmsse_cumsum_h_4,rmsse_cumsum_h_8,rmsse_cumsum_h_13,rmsse_cumsum_h_26,cell,week_of_forecast_date
0,SE,MEDIATABLETS,ALL,2701,quantity,nixtla_arima,26,0.1113897733385032,1183.0960411658657,2195.900684794708,0.0637283864007313,0.0817170772553474,0.0526326283011722,0.0521396346604896,0.053426837960858,0.0861441343355681,0.0850023660499845,399.5869140625,912.451416015625,2123.6459350585938,7088.430588942304,11445.691462590145,399.5869140625,1003.7539084857816,3728.7946259943865,9819.82212222567,13208.428043351683,0.0526326283011722,0.0521396346604896,0.053426837960858,0.0861441343355681,0.0850023660499845,0.0526326283011722,0.051500736063194,0.0624496132288978,0.111709887194039,0.09032557006732,True,True,0.0228558745135797,0.0175344422217901,0.98246555777821,0.3697367286080442,0.3021404084010516,0.2229260631903787,0.1100956286214394,0.1208289298338082,0.3697367286080442,0.287028733002592,0.1171025509519355,0.0830927460062032,0.1148857409674258,0.6302632713919558,0.712971266997408,0.8828974490480644,0.9169072539937968,0.8851142590325741,SE-MEDIATABLETS-ALL,2021-09-26
1,GB,INKJET_PRINTING_DEVICES,ALL,2701,quantity,nixtla_arima,26,0.3034358659212227,10124.660090137417,14133.444446086096,0.2793177999715811,0.2592394023358768,0.0993326155497382,0.1067258146291961,0.1343169225188285,0.1707727049055633,0.19702994718341,3825.470721020829,10023.907225777508,24654.9944163442,50773.90450727319,105567.33533237124,3825.470721020829,11298.307809332257,31310.99892617177,62745.90951128672,124006.4769022686,0.0993326155497382,0.1067258146291961,0.1343169225188285,0.1707727049055633,0.19702994718341,0.0993326155497382,0.1112722493185813,0.1527919089966442,0.1991082426662662,0.2157799447449368,True,True,-0.0618795966569056,-0.1472862577523497,1.1472862577523495,0.7517780111833026,0.6259324195412381,0.4585911447164094,0.310186901449164,0.1990678627867077,0.7517780111833026,0.5997927030745991,0.3873456334288856,0.2520781376956156,0.1568455578095466,0.2482219888166974,0.4002072969254009,0.6126543665711144,0.7479218623043844,0.8431544421904533,GB-INKJET_PRINTING_DEVICES-ALL,2021-09-26
2,DK,PTV_FLAT,ALL,2701,quantity,nixtla_arima,26,0.1511767283393547,1158.4355093149038,1459.6543929600732,0.0568079037390179,0.0407963138193027,0.4451461450713884,0.2695536977771078,0.1643752025017092,0.1234808073240179,0.0692558758182119,3164.5439453125,3738.638916015625,3359.3064575195312,4209.415301983173,3443.174804687499,3164.5439453125,3784.6991971723487,3556.9226190540617,4464.842608628386,4036.190734970487,0.4451461450713884,0.2695536977771078,0.1643752025017092,0.1234808073240179,0.0692558758182119,0.4451461450713884,0.2131371595699005,0.1002325504535499,0.0729834393082098,0.0304495862864686,True,True,0.6421055498391399,0.6113912411095004,0.3886087588904996,0.6428683054607267,0.7565039132463446,0.8486398334009775,0.8668149706704442,0.928349979493346,0.6428683054607267,0.7623814130178499,0.8502716401469236,0.8706861577802182,0.9227490213417494,0.3571316945392733,0.2376185869821501,0.1497283598530764,0.1293138422197818,0.0772509786582505,DK-PTV_FLAT-ALL,2021-09-26
3,CH,MOBILE_COMPUTING,ALL,2701,quantity,nixtla_arima,26,0.1410534170214951,1679.9545943509618,2186.9412723932624,0.0370739608229614,0.0269366830946027,0.0111767094911574,0.0751132220569639,0.0869411893105509,0.0778055431764464,0.0526804870363497,112.06964843750028,2300.0728906250006,4504.053095703126,6131.907481971157,6526.993935224946,112.06964843750028,2967.540540433927,5256.201376823062,6976.333294424493,7240.193814879539,0.0111767094911574,0.0751132220569639,0.0869411893105509,0.0778055431764464,0.0526804870363497,0.0111767094911574,0.0946974754710432,0.0959311956456424,0.0725300667672513,0.038276020156806,True,True,0.1369508623911317,0.1262125251833163,0.8737874748166836,0.7387227556069751,0.3277314019498094,0.3265224136196488,0.3430803871263946,0.4161595079677643,0.7387227556069751,0.3033506335080214,0.3215324600109418,0.334987570691393,0.3977567592649513,0.2612772443930249,0.6966493664919786,0.6784675399890582,0.6650124293086069,0.6022432407350486,CH-MOBILE_COMPUTING-ALL,2021-09-26
4,DE,DIGITAL_CAMERAS,ALL,2701,quantity,nixtla_arima,26,0.1605047555080712,2861.6592525836004,5453.541042720532,0.0469506316381913,0.1267270361072985,0.0830251522971459,0.0958778378110866,0.1065214627896848,0.1680633122878117,0.1707831632901975,874.7637792298647,2529.2765029219886,6632.287016236011,22760.71965507472,35086.445208451325,874.7637792298647,2724.747476673993,10233.667040421216,31462.316813119243,40271.27544388059,0.0830251522971459,0.0958778378110866,0.1065214627896848,0.1680633122878117,0.1707831632901975,0.0830251522971459,0.0929677623133279,0.1224796915621473,0.2196581706418694,0.1833517419408565,True,True,0.3563288061332981,0.2098933802198015,0.7901066197801985,0.7541781500826465,0.7390266694153149,0.6526064105150787,0.4549954170759616,0.4888728300896258,0.7541781500826465,0.739868484523633,0.5594379552427191,0.3948201603212578,0.4773592189221364,0.2458218499173534,0.260131515476367,0.4405620447572809,0.6051798396787422,0.5226407810778636,DE-DIGITAL_CAMERAS-ALL,2021-09-26
5,NO,PTV_FLAT,ALL,2701,quantity,nixtla_arima,26,0.2091849403738904,1539.1888333834136,1846.2821742415272,0.135630177816968,0.121299730135745,0.2471353993332889,0.1705007232850158,0.1827257472849421,0.1943884312905049,0.1699227104421149,1392.36083984375,2227.682861328125,5554.7874755859375,11472.21428034856,17533.876314603367,1392.36083984375,2410.7763654749497,6900.413185518909,14181.52520632562,19512.54878688022,0.2471353993332889,0.1705007232850158,0.1827257472849421,0.1943884312905049,0.1699227104421149,0.2471353993332889,0.1494412169874805,0.1836870248701555,0.2038233739295991,0.1591952059165171,True,True,0.1128594620268509,0.1470705337344047,0.8529294662655953,0.0222185113456812,0.102826072763542,0.1653211907459147,0.1791353956323786,0.1944444822162677,0.0222185113456812,0.1171012396664312,0.1843241534397585,0.1835775867527463,0.1966898161081069,0.9777814886543188,0.8828987603335687,0.8156758465602415,0.8164224132472536,0.803310183891893,NO-PTV_FLAT-ALL,2021-09-26
6,NO,MOBILE_COMPUTING,ALL,2701,quantity,nixtla_arima,26,0.1233698925890767,901.9989670973556,1142.8640196203974,-0.0243191467396649,0.0237793204592686,0.0524078128844734,0.0830004842541453,0.0950396906646418,0.0656338739654162,0.0422276757162834,319.47802734375,1769.6954345703125,3342.29931640625,2657.796874999999,2823.52557842548,319.47802734375,2359.0983788688736,3888.189965027185,3291.123463201347,3238.075138026251,-0.0524078128844734,-0.0659642378120943,-0.0865215674436163,-0.0603919519832466,-0.0396067147251986,0.0524078128844734,0.0912465064321493,0.0967277935424075,0.0467476537610496,0.0263873838714322,True,True,-0.0018357531091137,0.0607041605635367,0.9392958394364632,-0.8360806169181034,-0.0380967500045827,-0.2346875937961765,-0.1447291314647314,-0.5318350938791103,-0.8360806169181034,0.0120546277687897,-0.181643369181855,-0.1567026528222574,-0.4024751673499827,1.8360806169181036,0.9879453722312104,1.181643369181855,1.1567026528222577,1.402475167349983,NO-MOBILE_COMPUTING-ALL,2021-09-26
7,DE,PTV_FLAT,ALL,2701,quantity,nixtla_arima,26,0.270180927870144,31182.3133794574,39891.60340344417,0.2386265984737523,0.2419664739783168,0.319331242235667,0.4275776396191205,0.4076038854384506,0.3869072771501758,0.3195669839618176,29979.97129072828,106963.10217516952,192333.75444622035,322537.2148778298,467705.1140344481,29979.97129072828,119483.23674602673,217550.74093940636,372197.6419718784,508657.4102358323,0.319331242235667,0.4275776396191205,0.4076038854384506,0.3869072771501758,0.3195669839618176,0.319331242235667,0.4440922528488396,0.3951921302856987,0.3669072867245184,0.2812010335881142,True,True,0.1090399397030961,0.106028695415951,0.8939713045840489,0.2288303700603188,0.1775960728448677,0.1534929563858048,0.1270756040048297,0.0861909853497536,0.2288303700603188,0.172575026168428,0.1473414015021242,0.118525538986373,0.0782119120987153,0.7711696299396812,0.827424973831572,0.8526585984978757,0.8814744610136269,0.9217880879012846,DE-PTV_FLAT-ALL,2021-09-26
8,DK,MEDIATABLETS,ALL,2701,quantity,nixtla_arima,26,0.1640219143296777,1047.0824819711538,1428.149279197176,0.0952503228681089,0.1007088874925988,0.0943259193859466,0.0770263439299874,0.1023498414479544,0.1353528078889473,0.1207580510505166,565.48388671875,1132.16015625,3116.050842285156,7139.174692007209,10353.221829927885,565.48388671875,1370.2783549927035,4182.542466878078,9047.784499854662,11581.818558072491,0.0943259193859466,0.0770263439299874,0.1023498414479544,0.1353528078889473,0.1207580510505166,0.0943259193859466,0.0784220933554989,0.1197643318653598,0.1604941463465181,0.1190464158999901,True,True,0.2014623588399208,0.1586611372336637,0.8413388627663363,0.5578702996725957,0.5492544416243654,0.3948754903258549,0.2211373699555746,0.1484800382823534,0.5578702996725957,0.5138052982775339,0.3256362963789998,0.165393137078827,0.12844689516736,0.4421297003274043,0.4861947017224661,0.6743637036210002,0.8346068629211729,0.8715531048326399,DK-MEDIATABLETS-ALL,2021-09-26
9,SE,PTV_FLAT,ALL,2701,quantity,nixtla_arima,26,0.3309465135310437,4668.362680288462,5352.992562516469,-0.3048995444377947,0.2533561977622083,0.3124774936709474,0.397669812430038,0.4052982196017771,0.3372662693579377,0.2873801955974071,4026.8974609375,15257.647094726562,29972.52215576172,38186.68385667067,60897.85612605168,4026.8974609375,18215.6796820799,34292.73476328905,41728.78501650396,66690.42144352608,-0.3124774936709474,-0.397669812430038,-0.4052982196017771,-0.3372662693579377,-0.2873801955974071,0.3124774936709474,0.4310161117743049,0.3956703309286872,0.2849868680851623,0.2515393720917367,True,True,-0.7628301980912104,-0.4830692116446045,1.4830692116446045,-2.824214112951092,-3.137667008739407,-3.3181072456931284,-4.125888154890897,-3.1557284715982235,-2.824214112951092,-2.5145657247330635,-3.042595072915331,-3.5786594958636817,-2.8578905126655374,3.824214112951092,3.5145657247330635,4.042595072915331,4.578659495863682,3.8578905126655374,SE-PTV_FLAT-ALL,2021-09-26
10,SE,MOBILE_COMPUTING,ALL,2701,quantity,nixtla_arima,26,0.1689058449739279,1882.2354642427888,2268.038769710165,0.1421778723987722,0.1168635071424017,0.280251135451747,0.1401199666523182,0.1130789181081394,0.0999839659703135,0.0895864515853251,2662.9462890625,2676.85498046875,4510.5247802734375,6952.6575270432695,13851.50518329327,2662.9462890625,2679.093109562128,5098.627931614827,7932.782498035479,16920.019013256795,0.280251135451747,0.1401199666523182,0.1130789181081394,0.0999839659703135,0.0895864515853251,0.280251135451747,0.1049181316140806,0.0921434345027502,0.081826257729388,0.082361229151935,True,True,-0.4472311716786192,-0.2360304966758886,1.2360304966758886,-1.0804267883300782,-0.3546836945692055,-0.3549697060638916,-0.3508578494905394,-0.4510563830502518,-1.0804267883300782,-0.1552770612567626,-0.3745502381166252,-0.2643000186681781,-0.540470404881289,2.080426788330078,1.1552770612567629,1.3745502381166252,1.264300018668178,1.540470404881289,SE-MOBILE_COMPUTING-ALL,2021-09-26
11,GB,MONITORS,ALL,2701,quantity,nixtla_arima,26,0.2971554970671443,9438.369516107545,12545.38724510455,0.2927137294479698,0.2531839657339703,0.0257822504378116,0.1479729093131753,0.1486223469280236,0.1428177445623854,0.1597974705687607,978.2081182265974,15047.610639871436,25489.868301641214,39936.18758215376,90269.45017722076,978.2081182265974,17795.3718993382,28570.03593523209,45232.54354434999,110632.5362001148,-0.0257822504378116,0.1350817840942695,0.1421767843185706,0.1388512444950298,0.1578142205350829,0.0257822504378116,0.1671823470959909,0.1498795098316182,0.1393224011866611,0.1704983594286679,True,True,0.3265882952326797,0.1581927706460487,0.8418072293539512,0.829543846307824,0.6084830543063688,0.6370074806609095,0.6334985994791149,0.5471985481375552,0.829543846307824,0.5966741394973212,0.6414798772479838,0.6333007278959789,0.5093459119405624,0.170456153692176,0.4033258605026788,0.3585201227520161,0.3666992721040211,0.4906540880594375,GB-MONITORS-ALL,2021-09-26
12,GB,POINTING_DEV,ALL,2701,quantity,nixtla_arima,26,0.1610216948776329,7776.31537860577,12517.974763362608,0.127075900064805,0.0852190041078784,0.007983838534519,0.0807305135315682,0.0729632966560227,0.0482483159304262,0.0361361568995795,424.2826562499977,11670.698320312502,15869.826757812503,12207.619002403811,22696.1524519232,424.2826562499977,13558.716259297831,17786.58262708856,14583.485625138865,39257.61765993998,0.007983838534519,0.0807305135315682,0.0729632966560227,0.041552664569294,0.0327883312190134,0.007983838534519,0.092382234034367,0.0674041075052035,0.0176064362442372,0.0249559807551651,True,True,0.1077540671081391,-0.1631240937932851,1.1631240937932852,0.9191119960021432,0.6231605847195997,0.6736356455088133,0.7710574400550275,0.7604385050831596,0.9191119960021432,0.6117171600194096,0.665123576182789,0.7406246736307383,0.6315399026915762,0.0808880039978567,0.3882828399805904,0.334876423817211,0.2593753263692617,0.3684600973084238,GB-POINTING_DEV-ALL,2021-09-26
13,SE,MEDIATABLETS,ALL,2702,quantity,nixtla_arima,26,0.1179729852962484,1245.1224646935095,2216.306988542243,0.0528814390251382,0.0701205262286188,0.0666912750587351,0.0582940830853882,0.0730117280389043,0.0965702730318424,0.0891742089484837,432.89306640625,843.18603515625,3322.75048828125,7811.620455228365,11600.987454927885,432.89306640625,892.8767685025551,5491.712618861859,10265.627191258618,13127.262577946858,0.0666912750587351,0.0582940830853882,0.0730117280389043,0.0965702730318424,0.0891742089484837,0.0666912750587351,0.0491761192771743,0.0923226670356863,0.1175863111725724,0.0905332041368366,True,True,0.0042696825162633,0.0173425745579768,0.9826574254420232,-0.273214901194853,0.0998814676741393,0.0965262760434368,0.080444914040216,0.1170854772685693,-0.273214901194853,0.1085836238053069,0.0679448810460831,0.0728784182113749,0.1177513562808365,1.273214901194853,0.891416376194693,0.9320551189539168,0.927121581788625,0.8822486437191635,SE-MEDIATABLETS-ALL,2021-10-03
