,model_name,country_code,item_group_code,outlet_group_code,week_of_forecast,actual_check,absolute_actual_difference,percentage_actual_difference,absolute_forecast_difference,percentage_forecast_difference,cell,mape_diff,1-rmsse_diff,wide_mape_diff,abs_mape_diff,abs_wide_mape_diff,abs_1-rmsse_diff
48,theta,NO,MOBILE_COMPUTING,ALL,2701,0.0,58246.0,42.0,62512.386,41.0,NO-MOBILE_COMPUTING-ALL,0.0071,-0.0934,-0.0059,0.0071,0.0059,0.0934
49,theta,NO,MOBILE_COMPUTING,ALL,2702,0.0,59036.0,43.0,61109.2854,40.0,NO-MOBILE_COMPUTING-ALL,0.0069,-0.0646,-0.0178,0.0069,0.0178,0.0646
50,theta,NO,MOBILE_COMPUTING,ALL,2703,0.0,59042.0,43.0,60753.9463,41.0,NO-MOBILE_COMPUTING-ALL,0.0064,-0.0511,-0.0154,0.0064,0.0154,0.0511
51,theta,NO,MOBILE_COMPUTING,ALL,2704,0.0,59059.0,44.0,61263.4607,41.0,NO-MOBILE_COMPUTING-ALL,-0.0047,-0.0532,-0.0252,0.0047,0.0252,0.0532
52,theta,NO,MOBILE_COMPUTING,ALL,2705,0.0,57704.0,43.0,66183.3756,45.0,NO-MOBILE_COMPUTING-ALL,0.0097,-0.1726,0.0126,0.0097,0.0126,0.1726
53,theta,NO,MOBILE_COMPUTING,ALL,2706,0.0,56371.0,42.0,70403.5125,48.0,NO-MOBILE_COMPUTING-ALL,0.0287,-0.2952,0.0428,0.0287,0.0428,0.2952
54,theta,NO,PTV_FLAT,ALL,2701,0.0,4485.0,2.0,4676.7652,2.0,NO-PTV_FLAT-ALL,-0.0061,0.0006,-0.0017,0.0061,0.0017,0.0006
55,theta,NO,PTV_FLAT,ALL,2702,0.0,4470.0,2.0,4651.358,2.0,NO-PTV_FLAT-ALL,-0.0036,0.0008,-0.0012,0.0036,0.0012,0.0008
56,theta,NO,PTV_FLAT,ALL,2703,0.0,4425.0,2.0,4453.5929,2.0,NO-PTV_FLAT-ALL,-0.0049,0.0021,-0.0021,0.0049,0.0021,0.0021
57,theta,NO,PTV_FLAT,ALL,2704,0.0,4407.0,2.0,4212.6915,2.0,NO-PTV_FLAT-ALL,-0.0051,0.003,-0.0036,0.0051,0.0036,0.003
58,theta,NO,PTV_FLAT,ALL,2705,0.0,4441.0,2.0,6878.5472,3.0,NO-PTV_FLAT-ALL,0.0042,-0.0186,0.0102,0.0042,0.0102,0.0186
59,theta,NO,PTV_FLAT,ALL,2706,0.0,4480.0,2.0,3969.5987,2.0,NO-PTV_FLAT-ALL,-0.0064,0.0053,-0.005,0.0064,0.005,0.0053
60,theta,SE,MEDIATABLETS,ALL,2701,0.0,16797.0,8.0,21058.4361,9.0,SE-MEDIATABLETS-ALL,-0.0011,-0.0018,0.0151,0.0011,0.0151,0.0018
61,theta,SE,MEDIATABLETS,ALL,2702,0.0,16675.0,8.0,18612.0572,8.0,SE-MEDIATABLETS-ALL,-0.0034,0.0063,0.0046,0.0034,0.0046,0.0063
62,theta,SE,MEDIATABLETS,ALL,2703,0.0,16833.0,8.0,15825.1784,7.0,SE-MEDIATABLETS-ALL,-0.0033,0.015,-0.0086,0.0033,0.0086,0.015
63,theta,SE,MEDIATABLETS,ALL,2704,0.0,16801.0,8.0,18643.31,8.0,SE-MEDIATABLETS-ALL,-0.0059,0.0076,0.0054,0.0059,0.0054,0.0076
64,theta,SE,MEDIATABLETS,ALL,2705,0.0,16786.0,8.0,16344.2415,7.0,SE-MEDIATABLETS-ALL,-0.0049,0.0103,-0.005,0.0049,0.005,0.0103
65,theta,SE,MEDIATABLETS,ALL,2706,0.0,16826.0,8.0,16877.2794,7.0,SE-MEDIATABLETS-ALL,-0.0033,0.0089,-0.0038,0.0033,0.0038,0.0089
66,theta,SE,MOBILE_COMPUTING,ALL,2701,0.0,86956.0,39.0,140090.3332,60.0,SE-MOBILE_COMPUTING-ALL,0.1214,-0.0888,0.1587,0.1214,0.1587,0.0888
67,theta,SE,MOBILE_COMPUTING,ALL,2702,0.0,87920.0,39.0,139216.0209,61.0,SE-MOBILE_COMPUTING-ALL,0.1021,-0.0113,0.1588,0.1021,0.1588,0.0113
68,theta,SE,MOBILE_COMPUTING,ALL,2703,0.0,87964.0,40.0,135276.7277,59.0,SE-MOBILE_COMPUTING-ALL,0.1057,0.0138,0.143,0.1057,0.143,0.0138
69,theta,SE,MOBILE_COMPUTING,ALL,2704,0.0,86785.0,39.0,139820.578,62.0,SE-MOBILE_COMPUTING-ALL,0.1253,-0.0756,0.1662,0.1253,0.1662,0.0756
70,theta,SE,MOBILE_COMPUTING,ALL,2705,0.0,85639.0,39.0,135886.809,59.0,SE-MOBILE_COMPUTING-ALL,0.1229,-0.0847,0.1539,0.1229,0.1539,0.0847
71,theta,SE,MOBILE_COMPUTING,ALL,2706,0.0,85544.0,39.0,111753.5475,49.0,SE-MOBILE_COMPUTING-ALL,0.0608,0.2738,0.0782,0.0608,0.0782,0.2738
72,theta,SE,PTV_FLAT,ALL,2701,0.0,6811.0,2.0,6811.378,2.0,SE-PTV_FLAT-ALL,-0.0039,-0.0016,-0.0007,0.0039,0.0007,0.0016
73,theta,SE,PTV_FLAT,ALL,2702,0.0,6743.0,2.0,6845.701,2.0,SE-PTV_FLAT-ALL,-0.0039,-0.0013,-0.0008,0.0039,0.0008,0.0013
74,theta,SE,PTV_FLAT,ALL,2703,0.0,6621.0,2.0,6649.2807,2.0,SE-PTV_FLAT-ALL,-0.0038,-0.0018,-0.0005,0.0038,0.0005,0.0018
75,theta,SE,PTV_FLAT,ALL,2704,0.0,6514.0,2.0,6410.3646,2.0,SE-PTV_FLAT-ALL,-0.0031,-0.0018,0.0003,0.0031,0.0003,0.0018
76,theta,SE,PTV_FLAT,ALL,2705,0.0,6452.0,2.0,6282.8157,2.0,SE-PTV_FLAT-ALL,-0.003,-0.0028,-0.0013,0.003,0.0013,0.0028
77,theta,SE,PTV_FLAT,ALL,2706,0.0,6318.0,2.0,6311.7484,2.0,SE-PTV_FLAT-ALL,-0.003,-0.0027,-0.0012,0.003,0.0012,0.0027
0,tbats,CH,MOBILE_COMPUTING,ALL,2701,0.0,36936.0,13.0,-8662.9541,-3.0,CH-MOBILE_COMPUTING-ALL,-0.0193,-0.0822,0.0461,0.0193,0.0461,0.0822
1,tbats,CH,MOBILE_COMPUTING,ALL,2702,0.0,37756.0,13.0,91736.1734,39.0,CH-MOBILE_COMPUTING-ALL,-0.0588,0.2271,-0.1589,0.0588,0.1589,0.2271
2,tbats,CH,MOBILE_COMPUTING,ALL,2703,0.0,37712.0,13.0,82849.5305,35.0,CH-MOBILE_COMPUTING-ALL,-0.0597,0.5401,-0.1599,0.0597,0.1599,0.5401
3,tbats,CH,MOBILE_COMPUTING,ALL,2704,0.0,37738.0,13.0,34372.6406,12.0,CH-MOBILE_COMPUTING-ALL,-0.0078,-0.0475,0.0075,0.0078,0.0075,0.0475
4,tbats,CH,MOBILE_COMPUTING,ALL,2705,0.0,38218.0,13.0,46545.7282,19.0,CH-MOBILE_COMPUTING-ALL,-0.0162,0.0384,-0.0432,0.0162,0.0432,0.0384
5,tbats,CH,MOBILE_COMPUTING,ALL,2706,0.0,40134.0,14.0,57849.4216,23.0,CH-MOBILE_COMPUTING-ALL,-0.0095,0.3071,-0.0699,0.0095,0.0699,0.3071
6,tbats,DE,DIGITAL_CAMERAS,ALL,2701,0.0,8578.8196,3.0,7545.4607,2.0,DE-DIGITAL_CAMERAS-ALL,-0.0075,0.0251,-0.0086,0.0075,0.0086,0.0251
7,tbats,DE,DIGITAL_CAMERAS,ALL,2702,0.0,8454.9906,3.0,34032.5521,9.0,DE-DIGITAL_CAMERAS-ALL,0.0631,-0.0769,0.0714,0.0631,0.0714,0.0769
8,tbats,DE,DIGITAL_CAMERAS,ALL,2703,0.0,8337.3749,3.0,13256.1409,3.0,DE-DIGITAL_CAMERAS-ALL,0.0171,-0.0398,0.01,0.0171,0.01,0.0398
9,tbats,DE,DIGITAL_CAMERAS,ALL,2704,0.0,8315.4601,3.0,14195.7689,4.0,DE-DIGITAL_CAMERAS-ALL,0.0123,-0.0134,0.0134,0.0123,0.0134,0.0134
10,tbats,DE,DIGITAL_CAMERAS,ALL,2705,0.0,8378.8944,3.0,3171.878,1.0,DE-DIGITAL_CAMERAS-ALL,-0.0104,0.057,-0.0217,0.0104,0.0217,0.057
11,tbats,DE,DIGITAL_CAMERAS,ALL,2706,0.0,8101.6096,3.0,23358.5794,6.0,DE-DIGITAL_CAMERAS-ALL,0.0208,-0.0517,0.0426,0.0208,0.0426,0.0517
12,tbats,DE,PTV_FLAT,ALL,2701,0.0,21056.7331,1.0,32795.3945,1.0,DE-PTV_FLAT-ALL,-0.0018,0.0023,-0.0051,0.0018,0.0051,0.0023
13,tbats,DE,PTV_FLAT,ALL,2702,0.0,21004.196,1.0,24532.7922,1.0,DE-PTV_FLAT-ALL,-0.0011,0.0001,-0.0024,0.0011,0.0024,0.0001
14,tbats,DE,PTV_FLAT,ALL,2703,0.0,21256.5156,1.0,16530.392,1.0,DE-PTV_FLAT-ALL,-0.0007,-0.0029,0.0002,0.0007,0.0002,0.0029
15,tbats,DE,PTV_FLAT,ALL,2704,0.0,21063.0323,1.0,17049.5435,1.0,DE-PTV_FLAT-ALL,-0.0021,-0.0009,0.0008,0.0021,0.0008,0.0009
16,tbats,DE,PTV_FLAT,ALL,2705,0.0,21284.6865,1.0,16669.381,1.0,DE-PTV_FLAT-ALL,-0.0026,-0.0008,0.0012,0.0026,0.0012,0.0008
17,tbats,DE,PTV_FLAT,ALL,2706,0.0,21618.0329,1.0,14952.5155,1.0,DE-PTV_FLAT-ALL,-0.0029,-0.0035,0.0022,0.0029,0.0022,0.0035
18,tbats,DK,MEDIATABLETS,ALL,2701,0.0,26274.0,19.0,-1370.6487,-1.0,DK-MEDIATABLETS-ALL,-0.0728,0.1448,-0.1779,0.0728,0.1779,0.1448
19,tbats,DK,MEDIATABLETS,ALL,2702,0.0,27148.0,20.0,-3684.5639,-2.0,DK-MEDIATABLETS-ALL,-0.0705,0.1228,-0.1363,0.0705,0.1363,0.1228
20,tbats,DK,MEDIATABLETS,ALL,2703,0.0,28093.0,20.0,20795.3691,13.0,DK-MEDIATABLETS-ALL,-0.0468,0.121,-0.0719,0.0468,0.0719,0.121
21,tbats,DK,MEDIATABLETS,ALL,2704,0.0,28371.0,21.0,-10829.2209,-7.0,DK-MEDIATABLETS-ALL,-0.0887,-0.0458,-0.0634,0.0887,0.0634,0.0458
22,tbats,DK,MEDIATABLETS,ALL,2705,0.0,29249.0,21.0,61165.9176,51.0,DK-MEDIATABLETS-ALL,0.0676,0.0752,-0.0645,0.0676,0.0645,0.0752
23,tbats,DK,MEDIATABLETS,ALL,2706,0.0,29069.0,21.0,49776.2931,40.0,DK-MEDIATABLETS-ALL,0.0587,0.057,-0.0839,0.0587,0.0839,0.057
24,tbats,DK,PTV_FLAT,ALL,2701,0.0,2394.0,1.0,-31337.8817,-14.0,DK-PTV_FLAT-ALL,-0.0643,-0.201,-0.031,0.0643,0.031,0.201
25,tbats,DK,PTV_FLAT,ALL,2702,0.0,2375.0,1.0,3581.2733,2.0,DK-PTV_FLAT-ALL,0.0024,0.0032,-0.0068,0.0024,0.0068,0.0032
26,tbats,DK,PTV_FLAT,ALL,2703,0.0,2305.0,1.0,-21859.2783,-10.0,DK-PTV_FLAT-ALL,-0.0098,-0.3691,0.039,0.0098,0.039,0.3691
27,tbats,DK,PTV_FLAT,ALL,2704,0.0,2300.0,1.0,11995.3565,6.0,DK-PTV_FLAT-ALL,-0.0035,0.016,0.0473,0.0035,0.0473,0.016
28,tbats,DK,PTV_FLAT,ALL,2705,0.0,2306.0,1.0,-29664.52,-14.0,DK-PTV_FLAT-ALL,-0.0257,-0.3592,0.0013,0.0257,0.0013,0.3592
29,tbats,DK,PTV_FLAT,ALL,2706,0.0,2304.0,1.0,1952.6596,1.0,DK-PTV_FLAT-ALL,-0.0014,0.0022,0.0008,0.0014,0.0008,0.0022
30,tbats,GB,INKJET_PRINTING_DEVICES,ALL,2701,0.0,66533.3781,8.0,89742.9289,10.0,GB-INKJET_PRINTING_DEVICES-ALL,-0.0029,-0.018,0.0234,0.0029,0.0234,0.018
31,tbats,GB,INKJET_PRINTING_DEVICES,ALL,2702,0.0,67019.4805,8.0,42231.7422,5.0,GB-INKJET_PRINTING_DEVICES-ALL,-0.0122,0.0084,-0.031,0.0122,0.031,0.0084
32,tbats,GB,INKJET_PRINTING_DEVICES,ALL,2703,0.0,65975.1462,8.0,54947.7922,6.0,GB-INKJET_PRINTING_DEVICES-ALL,-0.0134,0.0052,-0.0149,0.0134,0.0149,0.0052
33,tbats,GB,INKJET_PRINTING_DEVICES,ALL,2704,0.0,64892.5606,8.0,72981.0491,8.0,GB-INKJET_PRINTING_DEVICES-ALL,-0.0062,-0.0141,0.0037,0.0062,0.0037,0.0141
34,tbats,GB,INKJET_PRINTING_DEVICES,ALL,2705,0.0,68957.1002,8.0,60976.5565,7.0,GB-INKJET_PRINTING_DEVICES-ALL,-0.0129,-0.0083,-0.0115,0.0129,0.0115,0.0083
35,tbats,GB,INKJET_PRINTING_DEVICES,ALL,2706,0.0,68571.3154,8.0,34766.4548,4.0,GB-INKJET_PRINTING_DEVICES-ALL,-0.0288,0.0237,-0.045,0.0288,0.045,0.0237
36,tbats,GB,MONITORS,ALL,2701,0.0,168804.5427,22.0,198443.374,23.0,GB-MONITORS-ALL,0.001,0.0002,0.0154,0.001,0.0154,0.0002
37,tbats,GB,MONITORS,ALL,2702,0.0,167153.0523,22.0,209038.3366,24.0,GB-MONITORS-ALL,0.0106,0.0037,0.024,0.0106,0.024,0.0037
38,tbats,GB,MONITORS,ALL,2703,0.0,165167.8115,21.0,169712.4474,20.0,GB-MONITORS-ALL,-0.0159,0.0428,-0.0161,0.0159,0.0161,0.0428
39,tbats,GB,MONITORS,ALL,2704,0.0,161100.5503,21.0,218647.4859,28.0,GB-MONITORS-ALL,0.0311,0.0119,0.059,0.0311,0.059,0.0119
40,tbats,GB,MONITORS,ALL,2705,0.0,158794.8354,21.0,252875.0361,33.0,GB-MONITORS-ALL,0.0448,0.0388,0.0952,0.0448,0.0952,0.0388
41,tbats,GB,MONITORS,ALL,2706,0.0,156290.2184,21.0,195035.602,24.0,GB-MONITORS-ALL,0.0208,0.0418,0.0323,0.0208,0.0323,0.0418
42,tbats,GB,POINTING_DEV,ALL,2701,0.0,15980.0,1.0,26741.1089,2.0,GB-POINTING_DEV-ALL,0.0013,-0.0216,0.0072,0.0013,0.0072,0.0216
43,tbats,GB,POINTING_DEV,ALL,2702,0.0,15764.0,1.0,25288.3149,2.0,GB-POINTING_DEV-ALL,0.0005,0.0032,0.0064,0.0005,0.0064,0.0032
44,tbats,GB,POINTING_DEV,ALL,2703,0.0,15543.0,1.0,-7594.0368,-1.0,GB-POINTING_DEV-ALL,-0.0088,-0.0664,-0.0064,0.0088,0.0064,0.0664
45,tbats,GB,POINTING_DEV,ALL,2704,0.0,15282.0,1.0,12199.8605,1.0,GB-POINTING_DEV-ALL,-0.0018,-0.0314,-0.0023,0.0018,0.0023,0.0314
46,tbats,GB,POINTING_DEV,ALL,2705,0.0,15203.0,1.0,2432.8602,0.0,GB-POINTING_DEV-ALL,-0.0028,-0.0723,-0.0021,0.0028,0.0021,0.0723
47,tbats,GB,POINTING_DEV,ALL,2706,0.0,15027.0,1.0,14650.5471,1.0,GB-POINTING_DEV-ALL,-0.0011,-0.0328,-0.0004,0.0011,0.0004,0.0328
48,tbats,NO,MOBILE_COMPUTING,ALL,2701,0.0,58246.0,42.0,66972.8613,47.0,NO-MOBILE_COMPUTING-ALL,0.0061,-0.0026,0.0355,0.0061,0.0355,0.0026
49,tbats,NO,MOBILE_COMPUTING,ALL,2702,0.0,59036.0,43.0,74043.2267,55.0,NO-MOBILE_COMPUTING-ALL,0.0498,-0.2654,0.0364,0.0498,0.0364,0.2654
50,tbats,NO,MOBILE_COMPUTING,ALL,2703,0.0,59042.0,43.0,66278.3554,47.0,NO-MOBILE_COMPUTING-ALL,0.0452,-0.2273,0.0255,0.0452,0.0255,0.2273
51,tbats,NO,MOBILE_COMPUTING,ALL,2704,0.0,59059.0,44.0,59059.445,42.0,NO-MOBILE_COMPUTING-ALL,0.0122,-0.2691,-0.0145,0.0122,0.0145,0.2691
52,tbats,NO,MOBILE_COMPUTING,ALL,2705,0.0,57704.0,43.0,71282.724,51.0,NO-MOBILE_COMPUTING-ALL,0.0405,-0.3345,0.0564,0.0405,0.0564,0.3345
53,tbats,NO,MOBILE_COMPUTING,ALL,2706,0.0,56371.0,42.0,76627.4699,57.0,NO-MOBILE_COMPUTING-ALL,0.0601,-0.3703,0.1049,0.0601,0.1049,0.3703
54,tbats,NO,PTV_FLAT,ALL,2701,0.0,4485.0,2.0,4534.3982,2.0,NO-PTV_FLAT-ALL,-0.005,0.0057,-0.0004,0.005,0.0004,0.0057
55,tbats,NO,PTV_FLAT,ALL,2702,0.0,4470.0,2.0,2212.6743,1.0,NO-PTV_FLAT-ALL,-0.0069,-0.0224,0.0109,0.0069,0.0109,0.0224
56,tbats,NO,PTV_FLAT,ALL,2703,0.0,4425.0,2.0,384.7313,0.0,NO-PTV_FLAT-ALL,-0.0177,-0.0336,0.0202,0.0177,0.0202,0.0336
57,tbats,NO,PTV_FLAT,ALL,2704,0.0,4407.0,2.0,9085.614,5.0,NO-PTV_FLAT-ALL,0.0012,0.0909,-0.025,0.0012,0.025,0.0909
58,tbats,NO,PTV_FLAT,ALL,2705,0.0,4441.0,2.0,-2190.5156,-1.0,NO-PTV_FLAT-ALL,-0.0085,0.02,0.0334,0.0085,0.0334,0.02
59,tbats,NO,PTV_FLAT,ALL,2706,0.0,4480.0,2.0,1365.5669,1.0,NO-PTV_FLAT-ALL,-0.0102,-0.0856,0.0157,0.0102,0.0157,0.0856
60,tbats,SE,MEDIATABLETS,ALL,2701,0.0,16797.0,8.0,19888.5014,9.0,SE-MEDIATABLETS-ALL,-0.021,0.1,0.0086,0.021,0.0086,0.1
