,item_group_code,country_code,outlet_group_code,quantity,revenue,period_seq,start_date,market_depth
46,MOBILE_COMPUTING,CH,ALL,8007.0,,2573,2019-04-14,
47,MOBILE_COMPUTING,CH,ALL,8637.0,,2574,2019-04-21,
48,MOBILE_COMPUTING,CH,ALL,8955.0,,2575,2019-04-28,
49,MOBILE_COMPUTING,CH,ALL,8483.0,,2576,2019-05-05,
50,MOBILE_COMPUTING,CH,ALL,8139.0,,2577,2019-05-12,
51,MOBILE_COMPUTING,CH,ALL,9451.0,,2578,2019-05-19,
52,MOBILE_COMPUTING,CH,ALL,8969.0,,2579,2019-05-26,
53,MOBILE_COMPUTING,CH,ALL,8167.0,,2580,2019-06-02,
54,MOBILE_COMPUTING,CH,ALL,7912.0,,2581,2019-06-09,
55,MOBILE_COMPUTING,CH,ALL,8773.0,,2582,2019-06-16,
56,MOBILE_COMPUTING,CH,ALL,10325.26,,2583,2019-06-23,
57,MOBILE_COMPUTING,CH,ALL,9928.26,,2584,2019-06-30,
58,MOBILE_COMPUTING,CH,ALL,10057.26,,2585,2019-07-07,
59,MOBILE_COMPUTING,CH,ALL,9777.26,,2586,2019-07-14,
60,MOBILE_COMPUTING,CH,ALL,10156.26,,2587,2019-07-21,
61,MOBILE_COMPUTING,CH,ALL,12757.26,,2588,2019-07-28,
62,MOBILE_COMPUTING,CH,ALL,13743.26,,2589,2019-08-04,
63,MOBILE_COMPUTING,CH,ALL,12535.0,,2590,2019-08-11,
64,MOBILE_COMPUTING,CH,ALL,12207.0,,2591,2019-08-18,
65,MOBILE_COMPUTING,CH,ALL,13669.0,,2592,2019-08-25,
66,MOBILE_COMPUTING,CH,ALL,12765.0,,2593,2019-09-01,
67,MOBILE_COMPUTING,CH,ALL,11812.0,,2594,2019-09-08,
68,MOBILE_COMPUTING,CH,ALL,11064.0,,2595,2019-09-15,
69,MOBILE_COMPUTING,CH,ALL,11267.0,,2596,2019-09-22,
70,MOBILE_COMPUTING,CH,ALL,10610.0,,2597,2019-09-29,
71,MOBILE_COMPUTING,CH,ALL,9313.0,,2598,2019-10-06,
72,MOBILE_COMPUTING,CH,ALL,8880.0,,2599,2019-10-13,
73,MOBILE_COMPUTING,CH,ALL,9547.0,,2600,2019-10-20,
74,MOBILE_COMPUTING,CH,ALL,10091.0,,2601,2019-10-27,
75,MOBILE_COMPUTING,CH,ALL,9270.0,,2602,2019-11-03,
76,MOBILE_COMPUTING,CH,ALL,9874.0,,2603,2019-11-10,
77,MOBILE_COMPUTING,CH,ALL,8549.0,,2604,2019-11-17,
78,MOBILE_COMPUTING,CH,ALL,28128.0,,2605,2019-11-24,
79,MOBILE_COMPUTING,CH,ALL,19481.0,,2606,2019-12-01,
80,MOBILE_COMPUTING,CH,ALL,14141.0,,2607,2019-12-08,
81,MOBILE_COMPUTING,CH,ALL,16346.0,,2608,2019-12-15,
82,MOBILE_COMPUTING,CH,ALL,11302.0,,2609,2019-12-22,
83,MOBILE_COMPUTING,CH,ALL,10965.0,,2610,2019-12-29,
84,MOBILE_COMPUTING,CH,ALL,13969.0,,2611,2020-01-05,
85,MOBILE_COMPUTING,CH,ALL,13245.0,,2612,2020-01-12,
86,MOBILE_COMPUTING,CH,ALL,12867.0,,2613,2020-01-19,
87,MOBILE_COMPUTING,CH,ALL,13185.0,,2614,2020-01-26,
88,MOBILE_COMPUTING,CH,ALL,11049.0,,2615,2020-02-02,
89,MOBILE_COMPUTING,CH,ALL,10331.0,,2616,2020-02-09,
90,MOBILE_COMPUTING,CH,ALL,9145.0,,2617,2020-02-16,
91,MOBILE_COMPUTING,CH,ALL,10529.0,,2618,2020-02-23,
92,MOBILE_COMPUTING,CH,ALL,11045.0,,2619,2020-03-01,
93,MOBILE_COMPUTING,CH,ALL,15247.0,,2620,2020-03-08,
94,MOBILE_COMPUTING,CH,ALL,16594.0,,2621,2020-03-15,
95,MOBILE_COMPUTING,CH,ALL,10988.0,,2622,2020-03-22,
96,MOBILE_COMPUTING,CH,ALL,10993.0,,2623,2020-03-29,
97,MOBILE_COMPUTING,CH,ALL,8175.0,,2624,2020-04-05,
98,MOBILE_COMPUTING,CH,ALL,7989.0,,2625,2020-04-12,
99,MOBILE_COMPUTING,CH,ALL,10000.0,,2626,2020-04-19,
100,MOBILE_COMPUTING,CH,ALL,9183.0,,2627,2020-04-26,
101,MOBILE_COMPUTING,CH,ALL,7108.0,,2628,2020-05-03,
102,MOBILE_COMPUTING,CH,ALL,17750.0,,2629,2020-05-10,
103,MOBILE_COMPUTING,CH,ALL,10305.0,,2630,2020-05-17,
104,MOBILE_COMPUTING,CH,ALL,12145.0,,2631,2020-05-24,
105,MOBILE_COMPUTING,CH,ALL,11206.0,,2632,2020-05-31,
106,MOBILE_COMPUTING,CH,ALL,12449.0,,2633,2020-06-07,
107,MOBILE_COMPUTING,CH,ALL,11270.0,,2634,2020-06-14,
108,MOBILE_COMPUTING,CH,ALL,10505.0,,2635,2020-06-21,
109,MOBILE_COMPUTING,CH,ALL,11211.0,,2636,2020-06-28,
110,MOBILE_COMPUTING,CH,ALL,12702.0,,2637,2020-07-05,
111,MOBILE_COMPUTING,CH,ALL,11632.0,,2638,2020-07-12,
112,MOBILE_COMPUTING,CH,ALL,12021.0,,2639,2020-07-19,
113,MOBILE_COMPUTING,CH,ALL,11825.0,,2640,2020-07-26,
114,MOBILE_COMPUTING,CH,ALL,14327.0,,2641,2020-08-02,
115,MOBILE_COMPUTING,CH,ALL,13685.0,,2642,2020-08-09,
116,MOBILE_COMPUTING,CH,ALL,15867.0,,2643,2020-08-16,
117,MOBILE_COMPUTING,CH,ALL,15167.0,,2644,2020-08-23,
118,MOBILE_COMPUTING,CH,ALL,13985.0,,2645,2020-08-30,
119,MOBILE_COMPUTING,CH,ALL,12024.0,,2646,2020-09-06,
120,MOBILE_COMPUTING,CH,ALL,10932.0,,2647,2020-09-13,
121,MOBILE_COMPUTING,CH,ALL,11620.0,,2648,2020-09-20,
122,MOBILE_COMPUTING,CH,ALL,10924.0,,2649,2020-09-27,
123,MOBILE_COMPUTING,CH,ALL,10456.0,,2650,2020-10-04,
124,MOBILE_COMPUTING,CH,ALL,10475.0,,2651,2020-10-11,
125,MOBILE_COMPUTING,CH,ALL,11980.0,,2652,2020-10-18,
126,MOBILE_COMPUTING,CH,ALL,13631.0,,2653,2020-10-25,
127,MOBILE_COMPUTING,CH,ALL,12170.0,,2654,2020-11-01,
128,MOBILE_COMPUTING,CH,ALL,11094.0,,2655,2020-11-08,
129,MOBILE_COMPUTING,CH,ALL,9438.0,,2656,2020-11-15,
130,MOBILE_COMPUTING,CH,ALL,31263.0,,2657,2020-11-22,
131,MOBILE_COMPUTING,CH,ALL,20312.0,,2658,2020-11-29,
132,MOBILE_COMPUTING,CH,ALL,13874.0,,2659,2020-12-06,
133,MOBILE_COMPUTING,CH,ALL,16714.0,,2660,2020-12-13,
134,MOBILE_COMPUTING,CH,ALL,10078.0,,2661,2020-12-20,
135,MOBILE_COMPUTING,CH,ALL,11407.0,,2662,2020-12-27,
136,MOBILE_COMPUTING,CH,ALL,14064.5,,2663,2021-01-03,
137,MOBILE_COMPUTING,CH,ALL,17217.07,,2664,2021-01-10,
138,MOBILE_COMPUTING,CH,ALL,11128.71,,2665,2021-01-17,
139,MOBILE_COMPUTING,CH,ALL,12239.0,,2666,2021-01-24,
140,MOBILE_COMPUTING,CH,ALL,10428.0,,2667,2021-01-31,
141,MOBILE_COMPUTING,CH,ALL,10111.57,,2668,2021-02-07,
142,MOBILE_COMPUTING,CH,ALL,9455.07,,2669,2021-02-14,
143,MOBILE_COMPUTING,CH,ALL,8661.21,,2670,2021-02-21,
144,MOBILE_COMPUTING,CH,ALL,14876.0,,2671,2021-02-28,
145,MOBILE_COMPUTING,CH,ALL,13948.07,,2672,2021-03-07,
146,MOBILE_COMPUTING,CH,ALL,12433.07,,2673,2021-03-14,
147,MOBILE_COMPUTING,CH,ALL,11285.07,,2674,2021-03-21,
148,MOBILE_COMPUTING,CH,ALL,9109.07,,2675,2021-03-28,
149,MOBILE_COMPUTING,CH,ALL,9719.0,,2676,2021-04-04,
150,MOBILE_COMPUTING,CH,ALL,10859.07,,2677,2021-04-11,
151,MOBILE_COMPUTING,CH,ALL,10149.07,,2678,2021-04-18,
152,MOBILE_COMPUTING,CH,ALL,10025.0,,2679,2021-04-25,
153,MOBILE_COMPUTING,CH,ALL,11189.42,,2680,2021-05-02,
154,MOBILE_COMPUTING,CH,ALL,9986.56,,2681,2021-05-09,
155,MOBILE_COMPUTING,CH,ALL,10013.0,,2682,2021-05-16,
156,MOBILE_COMPUTING,CH,ALL,9907.07,,2683,2021-05-23,
157,MOBILE_COMPUTING,CH,ALL,9386.0,,2684,2021-05-30,
158,MOBILE_COMPUTING,CH,ALL,9281.07,,2685,2021-06-06,
159,MOBILE_COMPUTING,CH,ALL,9089.0,,2686,2021-06-13,
160,MOBILE_COMPUTING,CH,ALL,9712.0,,2687,2021-06-20,
161,MOBILE_COMPUTING,CH,ALL,13098.0,,2688,2021-06-27,
162,MOBILE_COMPUTING,CH,ALL,11918.07,,2689,2021-07-04,
163,MOBILE_COMPUTING,CH,ALL,11147.14,,2690,2021-07-11,
164,MOBILE_COMPUTING,CH,ALL,10034.0,,2691,2021-07-18,
165,MOBILE_COMPUTING,CH,ALL,12522.0,,2692,2021-07-25,
166,MOBILE_COMPUTING,CH,ALL,13982.0,,2693,2021-08-01,
167,MOBILE_COMPUTING,CH,ALL,13663.0,,2694,2021-08-08,
168,MOBILE_COMPUTING,CH,ALL,13681.07,,2695,2021-08-15,
169,MOBILE_COMPUTING,CH,ALL,15022.0,,2696,2021-08-22,
170,MOBILE_COMPUTING,CH,ALL,11838.0,,2697,2021-08-29,
171,MOBILE_COMPUTING,CH,ALL,10462.0,,2698,2021-09-05,
172,MOBILE_COMPUTING,CH,ALL,11485.0,,2699,2021-09-12,
173,MOBILE_COMPUTING,CH,ALL,11544.07,,2700,2021-09-19,
174,MOBILE_COMPUTING,CH,ALL,11720.0,,2701,2021-09-26,
175,MOBILE_COMPUTING,CH,ALL,10027.07,,2702,2021-10-03,
176,MOBILE_COMPUTING,CH,ALL,9341.07,,2703,2021-10-10,
177,MOBILE_COMPUTING,CH,ALL,8586.0,,2704,2021-10-17,
178,MOBILE_COMPUTING,CH,ALL,11851.07,,2705,2021-10-24,
179,MOBILE_COMPUTING,CH,ALL,9984.07,,2706,2021-10-31,
180,MOBILE_COMPUTING,CH,ALL,11185.0,,2707,2021-11-07,
181,MOBILE_COMPUTING,CH,ALL,9053.0,,2708,2021-11-14,
182,MOBILE_COMPUTING,CH,ALL,27634.28,,2709,2021-11-21,
183,MOBILE_COMPUTING,CH,ALL,18949.07,,2710,2021-11-28,
184,MOBILE_COMPUTING,CH,ALL,12641.21,,2711,2021-12-05,
185,MOBILE_COMPUTING,CH,ALL,15432.21,,2712,2021-12-12,
186,MOBILE_COMPUTING,CH,ALL,16194.0,,2713,2021-12-19,
187,MOBILE_COMPUTING,CH,ALL,11149.07,,2714,2021-12-26,
188,MOBILE_COMPUTING,CH,ALL,13718.071428571428,,2715,2022-01-02,
189,MOBILE_COMPUTING,CH,ALL,12475.0,,2716,2022-01-09,
190,MOBILE_COMPUTING,CH,ALL,13302.142857142859,,2717,2022-01-16,
191,MOBILE_COMPUTING,CH,ALL,12713.0,,2718,2022-01-23,
192,MOBILE_COMPUTING,CH,ALL,12210.0,,2719,2022-01-30,
193,MOBILE_COMPUTING,CH,ALL,10711.071428571428,,2720,2022-02-06,
194,MOBILE_COMPUTING,CH,ALL,11067.0,,2721,2022-02-13,
195,MOBILE_COMPUTING,CH,ALL,11094.0,,2722,2022-02-20,
196,MOBILE_COMPUTING,CH,ALL,10459.142857142859,,2723,2022-02-27,
197,MOBILE_COMPUTING,CH,ALL,9982.071428571428,,2724,2022-03-06,
198,MOBILE_COMPUTING,CH,ALL,10257.0,,2725,2022-03-13,
199,MOBILE_COMPUTING,CH,ALL,11231.071428571428,,2726,2022-03-20,
200,MOBILE_COMPUTING,CH,ALL,11665.0,,2727,2022-03-27,
201,MOBILE_COMPUTING,CH,ALL,11003.53125,,2728,2022-04-03,
202,MOBILE_COMPUTING,CH,ALL,8648.5,,2729,2022-04-10,
203,MOBILE_COMPUTING,CH,ALL,7590.0,,2730,2022-04-17,
204,MOBILE_COMPUTING,CH,ALL,11189.53125,,2731,2022-04-24,
205,MOBILE_COMPUTING,CH,ALL,13476.53125,,2732,2022-05-01,
206,MOBILE_COMPUTING,CH,ALL,9486.0,,2733,2022-05-08,
0,DIGITAL_CAMERAS,DE,ALL,24836.890042295105,,2527,2018-05-27,
1,DIGITAL_CAMERAS,DE,ALL,24272.589894855133,,2528,2018-06-03,
2,DIGITAL_CAMERAS,DE,ALL,25518.796588672132,,2529,2018-06-10,
3,DIGITAL_CAMERAS,DE,ALL,24548.287132689347,,2530,2018-06-17,
4,DIGITAL_CAMERAS,DE,ALL,28177.344028427822,,2531,2018-06-24,
5,DIGITAL_CAMERAS,DE,ALL,30977.74909783892,,2532,2018-07-01,
6,DIGITAL_CAMERAS,DE,ALL,31719.065619414585,,2533,2018-07-08,
7,DIGITAL_CAMERAS,DE,ALL,32790.522865314095,,2534,2018-07-15,
8,DIGITAL_CAMERAS,DE,ALL,27070.394201158924,,2535,2018-07-22,
9,DIGITAL_CAMERAS,DE,ALL,26340.343404945033,,2536,2018-07-29,
10,DIGITAL_CAMERAS,DE,ALL,24891.98261830487,,2537,2018-08-05,
11,DIGITAL_CAMERAS,DE,ALL,23606.10919618804,,2538,2018-08-12,
12,DIGITAL_CAMERAS,DE,ALL,23307.06691355825,,2539,2018-08-19,
13,DIGITAL_CAMERAS,DE,ALL,23657.296245750065,,2540,2018-08-26,
14,DIGITAL_CAMERAS,DE,ALL,20845.54002059109,,2541,2018-09-02,
15,DIGITAL_CAMERAS,DE,ALL,19728.81860786623,,2542,2018-09-09,
16,DIGITAL_CAMERAS,DE,ALL,25076.424683063673,,2543,2018-09-16,
17,DIGITAL_CAMERAS,DE,ALL,21538.276548139747,,2544,2018-09-23,
18,DIGITAL_CAMERAS,DE,ALL,17961.559680593626,,2545,2018-09-30,
19,DIGITAL_CAMERAS,DE,ALL,19932.494681870703,,2546,2018-10-07,
20,DIGITAL_CAMERAS,DE,ALL,20744.802635579978,,2547,2018-10-14,
21,DIGITAL_CAMERAS,DE,ALL,19001.689250489217,,2548,2018-10-21,
22,DIGITAL_CAMERAS,DE,ALL,18198.35143409742,,2549,2018-10-28,
23,DIGITAL_CAMERAS,DE,ALL,19776.22235845525,,2550,2018-11-04,
24,DIGITAL_CAMERAS,DE,ALL,21473.093789969826,,2551,2018-11-11,
25,DIGITAL_CAMERAS,DE,ALL,43400.488990173566,,2552,2018-11-18,
26,DIGITAL_CAMERAS,DE,ALL,58004.44828356427,,2553,2018-11-25,
27,DIGITAL_CAMERAS,DE,ALL,45747.56684372914,,2554,2018-12-02,
28,DIGITAL_CAMERAS,DE,ALL,50706.3947239238,,2555,2018-12-09,
29,DIGITAL_CAMERAS,DE,ALL,50248.58364023701,,2556,2018-12-16,
30,DIGITAL_CAMERAS,DE,ALL,20110.560138036,,2557,2018-12-23,
31,DIGITAL_CAMERAS,DE,ALL,19749.812688307367,,2558,2018-12-30,
32,DIGITAL_CAMERAS,DE,ALL,21412.50279953824,,2559,2019-01-06,
33,DIGITAL_CAMERAS,DE,ALL,19077.58829457537,,2560,2019-01-13,
34,DIGITAL_CAMERAS,DE,ALL,18865.503232581803,,2561,2019-01-20,
35,DIGITAL_CAMERAS,DE,ALL,19537.76920091464,,2562,2019-01-27,
36,DIGITAL_CAMERAS,DE,ALL,20985.397152323232,,2563,2019-02-03,
37,DIGITAL_CAMERAS,DE,ALL,19458.645132609967,,2564,2019-02-10,
38,DIGITAL_CAMERAS,DE,ALL,18531.479118412695,,2565,2019-02-17,
39,DIGITAL_CAMERAS,DE,ALL,20716.02490092364,,2566,2019-02-24,
40,DIGITAL_CAMERAS,DE,ALL,18960.387417360416,,2567,2019-03-03,
41,DIGITAL_CAMERAS,DE,ALL,21023.61005821956,,2568,2019-03-10,
42,DIGITAL_CAMERAS,DE,ALL,21460.849955313686,,2569,2019-03-17,
43,DIGITAL_CAMERAS,DE,ALL,24445.39537864913,,2570,2019-03-24,
44,DIGITAL_CAMERAS,DE,ALL,22150.07284307359,,2571,2019-03-31,
45,DIGITAL_CAMERAS,DE,ALL,28892.331401686763,,2572,2019-04-07,
46,DIGITAL_CAMERAS,DE,ALL,24234.937809620933,,2573,2019-04-14,
47,DIGITAL_CAMERAS,DE,ALL,18399.566307438905,,2574,2019-04-21,
48,DIGITAL_CAMERAS,DE,ALL,20790.962463591964,,2575,2019-04-28,
49,DIGITAL_CAMERAS,DE,ALL,21099.993878302983,,2576,2019-05-05,
50,DIGITAL_CAMERAS,DE,ALL,21694.334646007104,,2577,2019-05-12,
51,DIGITAL_CAMERAS,DE,ALL,21814.27045397585,,2578,2019-05-19,
52,DIGITAL_CAMERAS,DE,ALL,21664.028968838174,,2579,2019-05-26,
53,DIGITAL_CAMERAS,DE,ALL,22548.86806508988,,2580,2019-06-02,
54,DIGITAL_CAMERAS,DE,ALL,20339.202779217856,,2581,2019-06-09,
55,DIGITAL_CAMERAS,DE,ALL,25342.499638598245,,2582,2019-06-16,
56,DIGITAL_CAMERAS,DE,ALL,23053.83065167132,,2583,2019-06-23,
57,DIGITAL_CAMERAS,DE,ALL,23685.51229048729,,2584,2019-06-30,
58,DIGITAL_CAMERAS,DE,ALL,24104.629260657643,,2585,2019-07-07,
59,DIGITAL_CAMERAS,DE,ALL,31130.34101955489,,2586,2019-07-14,
60,DIGITAL_CAMERAS,DE,ALL,21304.71945332444,,2587,2019-07-21,
61,DIGITAL_CAMERAS,DE,ALL,23698.654529317904,,2588,2019-07-28,
62,DIGITAL_CAMERAS,DE,ALL,22403.569132858334,,2589,2019-08-04,
63,DIGITAL_CAMERAS,DE,ALL,22028.859023587494,,2590,2019-08-11,
64,DIGITAL_CAMERAS,DE,ALL,19949.574877724608,,2591,2019-08-18,
65,DIGITAL_CAMERAS,DE,ALL,18518.481862831613,,2592,2019-08-25,
66,DIGITAL_CAMERAS,DE,ALL,21969.48570704296,,2593,2019-09-01,
67,DIGITAL_CAMERAS,DE,ALL,19559.67502804944,,2594,2019-09-08,
68,DIGITAL_CAMERAS,DE,ALL,18220.073431046087,,2595,2019-09-15,
69,DIGITAL_CAMERAS,DE,ALL,18193.050107323386,,2596,2019-09-22,
70,DIGITAL_CAMERAS,DE,ALL,16823.80504251532,,2597,2019-09-29,
71,DIGITAL_CAMERAS,DE,ALL,16008.856612619822,,2598,2019-10-06,
72,DIGITAL_CAMERAS,DE,ALL,15936.3656066156,,2599,2019-10-13,
73,DIGITAL_CAMERAS,DE,ALL,17274.5510615813,,2600,2019-10-20,
74,DIGITAL_CAMERAS,DE,ALL,23068.099050421697,,2601,2019-10-27,
75,DIGITAL_CAMERAS,DE,ALL,20451.91980117726,,2602,2019-11-03,
76,DIGITAL_CAMERAS,DE,ALL,18654.639329718335,,2603,2019-11-10,
77,DIGITAL_CAMERAS,DE,ALL,19166.754721408728,,2604,2019-11-17,
78,DIGITAL_CAMERAS,DE,ALL,44435.12326828437,,2605,2019-11-24,
79,DIGITAL_CAMERAS,DE,ALL,44789.01587640791,,2606,2019-12-01,
80,DIGITAL_CAMERAS,DE,ALL,39679.56482495284,,2607,2019-12-08,
81,DIGITAL_CAMERAS,DE,ALL,42465.0886463627,,2608,2019-12-15,
82,DIGITAL_CAMERAS,DE,ALL,17742.713840215343,,2609,2019-12-22,
83,DIGITAL_CAMERAS,DE,ALL,16762.98471356421,,2610,2019-12-29,
84,DIGITAL_CAMERAS,DE,ALL,18016.53156493506,,2611,2020-01-05,
85,DIGITAL_CAMERAS,DE,ALL,17450.72707967032,,2612,2020-01-12,
86,DIGITAL_CAMERAS,DE,ALL,14267.023758297251,,2613,2020-01-19,
87,DIGITAL_CAMERAS,DE,ALL,15678.984418359409,,2614,2020-01-26,
88,DIGITAL_CAMERAS,DE,ALL,16677.440342000486,,2615,2020-02-02,
89,DIGITAL_CAMERAS,DE,ALL,16028.158648180943,,2616,2020-02-09,
90,DIGITAL_CAMERAS,DE,ALL,14799.760167842454,,2617,2020-02-16,
91,DIGITAL_CAMERAS,DE,ALL,15607.904311375522,,2618,2020-02-23,
92,DIGITAL_CAMERAS,DE,ALL,16620.167551879284,,2619,2020-03-01,
93,DIGITAL_CAMERAS,DE,ALL,14046.161070864522,,2620,2020-03-08,
94,DIGITAL_CAMERAS,DE,ALL,7828.503060904072,,2621,2020-03-15,
95,DIGITAL_CAMERAS,DE,ALL,6715.80708668445,,2622,2020-03-22,
96,DIGITAL_CAMERAS,DE,ALL,10293.36032921909,,2623,2020-03-29,
97,DIGITAL_CAMERAS,DE,ALL,9983.194042196943,,2624,2020-04-05,
98,DIGITAL_CAMERAS,DE,ALL,8028.182435697158,,2625,2020-04-12,
99,DIGITAL_CAMERAS,DE,ALL,9104.419339303213,,2626,2020-04-19,
100,DIGITAL_CAMERAS,DE,ALL,10898.258535078452,,2627,2020-04-26,
101,DIGITAL_CAMERAS,DE,ALL,13644.548710151308,,2628,2020-05-03,
102,DIGITAL_CAMERAS,DE,ALL,14275.263291788628,,2629,2020-05-10,
103,DIGITAL_CAMERAS,DE,ALL,12776.009176807773,,2630,2020-05-17,
104,DIGITAL_CAMERAS,DE,ALL,15823.379826138867,,2631,2020-05-24,
105,DIGITAL_CAMERAS,DE,ALL,13484.492541223419,,2632,2020-05-31,
106,DIGITAL_CAMERAS,DE,ALL,13692.332138556283,,2633,2020-06-07,
107,DIGITAL_CAMERAS,DE,ALL,15294.15588190342,,2634,2020-06-14,
108,DIGITAL_CAMERAS,DE,ALL,17620.952771448505,,2635,2020-06-21,
109,DIGITAL_CAMERAS,DE,ALL,17583.336051692084,,2636,2020-06-28,
110,DIGITAL_CAMERAS,DE,ALL,18090.58212679605,,2637,2020-07-05,
111,DIGITAL_CAMERAS,DE,ALL,17600.311304620933,,2638,2020-07-12,
112,DIGITAL_CAMERAS,DE,ALL,16554.172518077743,,2639,2020-07-19,
113,DIGITAL_CAMERAS,DE,ALL,17557.025912498004,,2640,2020-07-26,
114,DIGITAL_CAMERAS,DE,ALL,16725.2666012348,,2641,2020-08-02,
115,DIGITAL_CAMERAS,DE,ALL,14439.60056480031,,2642,2020-08-09,
116,DIGITAL_CAMERAS,DE,ALL,14706.069643453317,,2643,2020-08-16,
117,DIGITAL_CAMERAS,DE,ALL,15068.315815745069,,2644,2020-08-23,
118,DIGITAL_CAMERAS,DE,ALL,14916.573701504785,,2645,2020-08-30,
119,DIGITAL_CAMERAS,DE,ALL,14214.130725061295,,2646,2020-09-06,
120,DIGITAL_CAMERAS,DE,ALL,14049.564235268408,,2647,2020-09-13,
121,DIGITAL_CAMERAS,DE,ALL,13864.774148877692,,2648,2020-09-20,
122,DIGITAL_CAMERAS,DE,ALL,12613.25011677457,,2649,2020-09-27,
123,DIGITAL_CAMERAS,DE,ALL,14094.657137951916,,2650,2020-10-04,
124,DIGITAL_CAMERAS,DE,ALL,16372.475680757152,,2651,2020-10-11,
125,DIGITAL_CAMERAS,DE,ALL,14151.097559997192,,2652,2020-10-18,
126,DIGITAL_CAMERAS,DE,ALL,13792.377853909164,,2653,2020-10-25,
127,DIGITAL_CAMERAS,DE,ALL,15586.719004112716,,2654,2020-11-01,
128,DIGITAL_CAMERAS,DE,ALL,18404.685168756896,,2655,2020-11-08,
129,DIGITAL_CAMERAS,DE,ALL,18109.491218591866,,2656,2020-11-15,
130,DIGITAL_CAMERAS,DE,ALL,50920.30353326971,,2657,2020-11-22,
131,DIGITAL_CAMERAS,DE,ALL,42925.730284060526,,2658,2020-11-29,
132,DIGITAL_CAMERAS,DE,ALL,36831.25505555108,,2659,2020-12-06,
133,DIGITAL_CAMERAS,DE,ALL,32982.71378633301,,2660,2020-12-13,
134,DIGITAL_CAMERAS,DE,ALL,11082.352030611924,,2661,2020-12-20,
