,country_code,item_group_code,outlet_group_code,week_of_forecast,target,baseline,num_values_used_in_calculation,mape,mae,rmse,mpe,wide_mape,mape_cumsum_h_1,mape_cumsum_h_4,mape_cumsum_h_8,mape_cumsum_h_13,mape_cumsum_h_26,mae_cumsum_h_1,mae_cumsum_h_4,mae_cumsum_h_8,mae_cumsum_h_13,mae_cumsum_h_26,rmse_cumsum_h_1,rmse_cumsum_h_4,rmse_cumsum_h_8,rmse_cumsum_h_13,rmse_cumsum_h_26,mpe_cumsum_h_1,mpe_cumsum_h_4,mpe_cumsum_h_8,mpe_cumsum_h_13,mpe_cumsum_h_26,wide_mape_cumsum_h_1,wide_mape_cumsum_h_4,wide_mape_cumsum_h_8,wide_mape_cumsum_h_13,wide_mape_cumsum_h_26,in_prod_training,in_prod_inference,1-mase,1-rmsse,rmsse,1-mase_cumsum_h_1,1-mase_cumsum_h_4,1-mase_cumsum_h_8,1-mase_cumsum_h_13,1-mase_cumsum_h_26,1-rmsse_cumsum_h_1,1-rmsse_cumsum_h_4,1-rmsse_cumsum_h_8,1-rmsse_cumsum_h_13,1-rmsse_cumsum_h_26,rmsse_cumsum_h_1,rmsse_cumsum_h_4,rmsse_cumsum_h_8,rmsse_cumsum_h_13,rmsse_cumsum_h_26,cell,week_of_forecast_date
0,DK,PTV_FLAT,ALL,2701,quantity,tbats,26,0.1807624222154819,1701.0036632853578,3183.5304619425883,0.017782087879083,0.0667955705631172,0.0610942984451313,0.0611185268975161,0.07281806049499,0.1044624355484948,0.1150640645881351,434.3193676464389,1060.976774153927,2907.0522980673595,7487.326473088742,13907.167180150022,434.3193676464389,1153.8539685268208,4578.873392597395,9903.027239622332,16132.06884315108,0.0610942984451313,0.0611185268975161,0.0305079540549897,-0.0408771958254303,-0.0832714447266029,0.0610942984451313,0.0604855352690225,0.0033842598103936,0.1000093584490596,0.1153858621691938,True,True,0.4744810860009352,0.1524378457856984,0.8475621542143016,0.9509852874792416,0.9308989986873828,0.8690170350005977,0.7631025393364073,0.7106017352675029,0.9509852874792416,0.92755642250514,0.807252707895336,0.7131817145159955,0.6912390449940404,0.0490147125207582,0.0724435774948599,0.192747292104664,0.2868182854840044,0.3087609550059595,DK-PTV_FLAT-ALL,2021-09-26
1,DE,PTV_FLAT,ALL,2701,quantity,tbats,26,0.1739641283545779,25440.41516377916,48058.52111896593,-0.0828880408524371,0.1612427175963293,0.0170959405235102,0.024681349015013,0.0760545085060109,0.163685066369121,0.1943864129320234,1605.028692133361,6184.815842986824,59009.566836416285,211895.28565554047,374767.26504270494,1605.028692133361,7241.534413001107,109271.07459508911,296929.2991248529,434679.1313340982,0.0170959405235102,0.0014618946300985,-0.0629828866834551,-0.1556409914013943,-0.1903643754481601,0.0170959405235102,0.0088692764256372,0.1170888220047094,0.2396277329539312,0.2249489916600219,True,True,0.2731009546189942,-0.076992027284436,1.076992027284436,0.9587141238211312,0.9524469958839282,0.7402847247927228,0.4265202410359101,0.2677742985580907,0.9587141238211312,0.9498521584670988,0.5717278602762558,0.2967833097529153,0.2122752224581201,0.0412858761788689,0.0501478415329011,0.4282721397237442,0.7032166902470847,0.7877247775418799,DE-PTV_FLAT-ALL,2021-09-26
2,SE,PTV_FLAT,ALL,2701,quantity,tbats,26,0.271590295302469,5649.038461538462,10940.020595807366,-0.0283675696559829,0.2112408346033689,0.0387181583392061,0.0942696131214365,0.1837284853971436,0.2671383250760089,0.2829494770174324,498.96090651734994,4663.191359776025,20122.0936260694,47350.2768359238,74898.17056005842,498.96090651734994,6941.983219585773,31405.35841376601,61926.221969473074,84928.3971927127,-0.0387181583392061,-0.0846415444410576,-0.1789144510569541,-0.2641758424051231,-0.2814682356819895,0.0387181583392061,0.1251199465043291,0.2640890292810757,0.3528372525476519,0.3092191262738404,True,True,-1.1331452314590482,-2.0309789395209625,3.0309789395209625,0.5261529852636753,-0.2645942670579051,-1.898967188470082,-5.355938737049258,-4.111123439596772,0.5261529852636753,-0.3393986231120651,-2.702217045767444,-5.794808048002087,-3.912916288332477,0.4738470147363247,1.3393986231120651,3.702217045767444,6.794808048002087,4.912916288332477,SE-PTV_FLAT-ALL,2021-09-26
3,DE,DIGITAL_CAMERAS,ALL,2701,quantity,tbats,26,0.1832892673455836,2930.418633133333,4932.422836452893,0.1589458561825293,0.2055817231833924,0.0185456340498586,0.041072915363121,0.0412798071930849,0.113580267018361,0.168440464434739,195.39920711745617,1175.817163996967,2629.460947403695,18120.07454047719,40058.18247776627,195.39920711745617,1320.6056808872495,4173.930117611103,27912.728720301424,48205.77403548246,0.0185456340498586,0.041072915363121,0.0363214175213312,0.1105289502972818,0.1669148060741994,0.0185456340498586,0.0432191144385027,0.0423139687663172,0.1728641522453617,0.2087888966655803,True,True,0.3408628024405022,0.2853927559895391,0.7146072440104608,0.9450898680232446,0.8786779851501305,0.8622710575261863,0.5661154911996196,0.4164462851687747,0.9450898680232446,0.8739218367732057,0.8203112159086762,0.4630967327585845,0.3743852630275721,0.0549101319767554,0.1260781632267943,0.1796887840913238,0.5369032672414155,0.6256147369724279,DE-DIGITAL_CAMERAS-ALL,2021-09-26
4,NO,PTV_FLAT,ALL,2701,quantity,tbats,26,0.1944409078941419,1655.267955866131,2598.004767603816,0.0602519854499938,0.0043283106720206,0.0566439482853013,0.0512526012653473,0.0666935030460287,0.0485499777349235,0.02780903982097,319.1320046393876,682.5744584573783,2319.576998242602,2139.2138053410267,1633.705477449127,319.1320046393876,837.1458792587468,3448.6829959830434,2997.490436210386,2326.667871897609,0.0566439482853013,0.0479119746305913,0.0357895212739346,0.0185868728489252,0.0068930390645657,0.0566439482853013,0.0415632905061473,0.0047625154208554,0.0030679175530579,0.0040633502814011,True,True,0.0459550686650541,-0.2002037666306977,1.2002037666306975,0.7758904461802053,0.725100902755788,0.651453493877896,0.8469340921406096,0.924942982476923,0.7758904461802053,0.6934120187998901,0.592342176238126,0.8274361650096089,0.9042136413626228,0.2241095538197947,0.3065879812001099,0.407657823761874,0.172563834990391,0.0957863586373771,NO-PTV_FLAT-ALL,2021-09-26
5,SE,MEDIATABLETS,ALL,2701,quantity,tbats,26,0.1365371095997032,1365.8146946442173,2190.0822799927264,0.0883357292839571,0.0740886376098099,0.0118908886069913,0.042701535821691,0.0447118305374955,0.0531116342116971,0.0604144868794832,90.27562630427838,789.2106370889985,1611.3364430212864,3947.7757381097495,8436.62944399029,90.27562630427838,923.926002914136,1994.301274072456,5447.657132624986,10061.094816350223,-0.0118908886069913,0.0367560915181953,0.0301970313449138,0.0441794500931854,0.0559483948202273,0.0118908886069913,0.0419970832909656,0.0223522232357338,0.0539594763173336,0.0645120922845206,True,True,-0.1280553386515137,0.0201376484408786,0.9798623515591214,0.8576094222329994,0.3963972182875728,0.4103877992878245,0.5043835384314173,0.3519622155540758,0.8576094222329994,0.3437308813040866,0.5277928435003791,0.4913353541435863,0.3257927094577584,0.1423905777670006,0.6562691186959134,0.4722071564996208,0.5086646458564137,0.6742072905422416,SE-MEDIATABLETS-ALL,2021-09-26
6,GB,POINTING_DEV,ALL,2701,quantity,tbats,26,0.1140002468545872,6464.773050631536,10687.859080725855,0.0552446592554877,0.0187317951054346,0.0251625494841652,0.0362318297110071,0.0396144259913152,0.0461556386713795,0.0377810891947742,1337.2055668466564,4685.765959217219,10050.831628962136,21193.722385457488,27287.227955435443,1337.2055668466564,5116.302823828962,12440.868358917012,26121.54313456077,31298.28852752085,0.0251625494841652,0.0362318297110071,0.0254911410727494,-0.0060906743242628,-0.0154369208446052,0.0251625494841652,0.0370913132696831,0.0143692355536053,0.0310728745394833,0.0243696754392876,True,True,0.2582390012930416,0.0069235125602484,0.9930764874397516,0.7450664370939646,0.8486996017077288,0.7933037816514906,0.6025314144605705,0.7119789737495004,0.7450664370939646,0.8534837256975017,0.7657698731362894,0.5354139641269107,0.7062437528346164,0.2549335629060354,0.1465162743024982,0.2342301268637105,0.4645860358730893,0.2937562471653836,GB-POINTING_DEV-ALL,2021-09-26
7,DK,MEDIATABLETS,ALL,2701,quantity,tbats,26,0.1555983021010308,1091.6915134200835,1602.932583718203,0.0344578183778731,0.0111144742980175,0.0340029916417376,0.0635552113550972,0.0708292176308204,0.0716506031009047,0.0593536795940801,203.84793489221735,1060.3698372305437,1876.6282070149812,3400.222249003681,4438.343314041215,203.84793489221735,1294.2025218693632,2337.9660973868235,4608.120866144312,5477.5112786197205,0.0340029916417376,0.0635552113550972,0.0708292176308204,0.0155238185985665,-0.0157664687443444,0.0340029916417376,0.0734493454018766,0.072127553351477,0.0245158643766394,0.0377552360044392,True,True,0.1674421251324434,0.0556943194098803,0.9443056805901195,0.8406192846816127,0.5778362348042028,0.6355663687509594,0.6290459110687492,0.6349602093971096,0.8406192846816127,0.5407981109852027,0.6230428049781536,0.5749269558623902,0.5878072223546105,0.1593807153183872,0.4592018890147973,0.3769571950218464,0.4250730441376098,0.4121927776453895,DK-MEDIATABLETS-ALL,2021-09-26
8,SE,MOBILE_COMPUTING,ALL,2701,quantity,tbats,26,0.1513268822620952,2041.66216500912,3250.704888197379,0.0462833586601222,0.0019673915961534,0.1799993908650085,0.0691754766788665,0.0568893735997516,0.0603193636034648,0.0458655821576314,1710.3542119993108,1154.1620480488364,2559.22764362784,5199.425531266118,6166.2693990603375,1710.3542119993108,1270.3742782459549,4806.896242601903,7250.656741809882,7714.907224489617,0.1799993908650085,0.050199257184896,0.0027979933321296,-0.0235886762607686,-0.0275002384862833,0.1799993908650085,0.01424048211798,0.0367812296302612,0.0556971506301552,0.035276561361441,True,True,-0.569812695260598,-0.7715615937283145,1.7715615937283145,-0.3362142281244615,0.4159098947121273,0.2312034415146739,-0.0102158440039386,0.3540337708636946,-0.3362142281244615,0.4521899005189713,-0.2959016550120577,-0.1555851249289837,0.2976020744173185,1.3362142281244616,0.5478100994810287,1.2959016550120577,1.1555851249289837,0.7023979255826814,SE-MOBILE_COMPUTING-ALL,2021-09-26
9,NO,MOBILE_COMPUTING,ALL,2701,quantity,tbats,26,0.182859123769989,1419.6533795588375,1894.8489955265572,0.1008365599814003,0.0655528870488064,0.1233585251269136,0.0883564539354904,0.0633486727502867,0.060840263170219,0.0605216256236895,751.9935691736655,1160.043602756455,1553.0949780979977,3044.460550286404,6250.0767038605845,751.9935691736655,1334.8994413901603,1785.416063991955,4173.981992720883,7461.32855766137,0.1233585251269136,0.0526192527600245,0.0268574461060317,0.0382009418811547,0.0492019649791574,0.1233585251269136,0.0097129763514532,0.0024672161542494,0.0382878824926104,0.0547246067050488,True,True,-0.5767861877282145,-0.5573364348714256,1.5573364348714256,-3.3218021216877327,0.3195227436536413,0.4262670934251947,-0.3112675066667745,-2.390827024045889,-3.3218021216877327,0.4409695935835577,0.4574017544865224,-0.4669932920463042,-2.231650771370859,4.321802121687733,0.5590304064164423,0.5425982455134776,1.4669932920463042,3.231650771370859,NO-MOBILE_COMPUTING-ALL,2021-09-26
