,model_name,country_code,item_group_code,outlet_group_code,week_of_forecast,actual_check,absolute_actual_difference,percentage_actual_difference,absolute_forecast_difference,percentage_forecast_difference,cell,mape_diff,1-rmsse_diff,wide_mape_diff,abs_mape_diff,abs_wide_mape_diff,abs_1-rmsse_diff
30,exponential_smoothing,GB,INKJET_PRINTING_DEVICES,ALL,2701,0.0,66533.37809097665,8.0,118136.92103518013,14.000000000000002,GB-INKJET_PRINTING_DEVICES-ALL,-0.014673992377101014,-0.008245485199243618,0.025486774171251503,0.014673992377101014,0.025486774171251503,0.008245485199243618
31,exponential_smoothing,GB,INKJET_PRINTING_DEVICES,ALL,2702,0.0,67019.48054198179,8.0,281445.5525573752,46.0,GB-INKJET_PRINTING_DEVICES-ALL,-0.07985758580087601,0.15878237796447991,-0.25441283932034303,0.07985758580087601,0.25441283932034303,0.15878237796447991
32,exponential_smoothing,GB,INKJET_PRINTING_DEVICES,ALL,2703,3.637978807091713e-12,65975.14623847512,8.0,130613.89578668927,17.0,GB-INKJET_PRINTING_DEVICES-ALL,-0.020878575844172492,-0.007715742878938114,-0.0370783239864679,0.020878575844172492,0.0370783239864679,0.007715742878938114
33,exponential_smoothing,GB,INKJET_PRINTING_DEVICES,ALL,2704,3.637978807091713e-12,64892.56058656822,8.0,69590.12479986156,8.0,GB-INKJET_PRINTING_DEVICES-ALL,-0.03917453820072472,0.11918850786831842,-0.0058186435834935,0.03917453820072472,0.0058186435834935,0.11918850786831842
34,exponential_smoothing,GB,INKJET_PRINTING_DEVICES,ALL,2705,3.637978807091713e-12,68957.10016494754,8.0,-1382591.5407074145,-62.0,GB-INKJET_PRINTING_DEVICES-ALL,-1.7533458136983837,5.064499717621051,-1.6342459193089613,1.7533458136983837,1.6342459193089613,5.064499717621051
35,exponential_smoothing,GB,INKJET_PRINTING_DEVICES,ALL,2706,3.637978807091713e-12,68571.31542094372,8.0,410530.72136951465,42.0,GB-INKJET_PRINTING_DEVICES-ALL,0.34123919893534427,-0.8459302339117444,0.37262673090580656,0.34123919893534427,0.37262673090580656,0.8459302339117444
36,exponential_smoothing,GB,MONITORS,ALL,2701,0.0,168804.5426688776,22.0,281318.9810989516,34.0,GB-MONITORS-ALL,0.07625887012678031,-0.2957019025560506,0.10986686446888011,0.07625887012678031,0.10986686446888011,0.2957019025560506
37,exponential_smoothing,GB,MONITORS,ALL,2702,0.0,167153.05226564035,22.0,1747275.9084112952,231.99999999999997,GB-MONITORS-ALL,1.7077739393874587,-4.072328426794995,1.6219178674484214,1.7077739393874587,1.6219178674484214,4.072328426794995
38,exponential_smoothing,GB,MONITORS,ALL,2703,0.0,165167.81150513655,21.0,33181.548793785114,4.0,GB-MONITORS-ALL,0.037777837984640295,0.06834056437595004,0.07456609727146181,0.037777837984640295,0.07456609727146181,0.06834056437595004
39,exponential_smoothing,GB,MONITORS,ALL,2704,0.0,161100.5502838013,21.0,-19644.64732354559,-2.0,GB-MONITORS-ALL,-0.03444466081760042,0.27307037863143246,-0.057464425231444294,0.03444466081760042,0.057464425231444294,0.27307037863143246
40,exponential_smoothing,GB,MONITORS,ALL,2705,0.0,158794.83537821504,21.0,322993.9022106462,48.0,GB-MONITORS-ALL,0.016347818245605494,-0.2306227690800125,-0.032261674969361095,0.016347818245605494,0.032261674969361095,0.2306227690800125
41,exponential_smoothing,GB,MONITORS,ALL,2706,0.0,156290.21840083983,21.0,408897.1025423169,52.0,GB-MONITORS-ALL,0.2744694647193237,-0.8227329536810473,0.2704321024885337,0.2744694647193237,0.2704321024885337,0.8227329536810473
42,exponential_smoothing,GB,POINTING_DEV,ALL,2701,0.0,15980.0,1.0,229586.5096878837,17.0,GB-POINTING_DEV-ALL,-0.004714264361754594,-0.08784521688932728,-0.024895125039537294,0.004714264361754594,0.024895125039537294,0.08784521688932728
43,exponential_smoothing,GB,POINTING_DEV,ALL,2702,0.0,15764.0,1.0,-89417.85025370553,-6.0,GB-POINTING_DEV-ALL,-0.01380250557967369,0.003410048063028595,-0.0723441990546195,0.01380250557967369,0.0723441990546195,0.003410048063028595
44,exponential_smoothing,GB,POINTING_DEV,ALL,2703,0.0,15543.0,1.0,151320.82489911735,10.0,GB-POINTING_DEV-ALL,0.09241944958165169,-0.560220267533835,0.09247512673304599,0.09241944958165169,0.09247512673304599,0.560220267533835
45,exponential_smoothing,GB,POINTING_DEV,ALL,2704,0.0,15282.0,1.0,-41808.47261797611,-3.0,GB-POINTING_DEV-ALL,-0.05237834448867129,0.2691015670801589,-0.040074785784957906,0.05237834448867129,0.040074785784957906,0.2691015670801589
46,exponential_smoothing,GB,POINTING_DEV,ALL,2705,0.0,15203.0,1.0,-144616.48031447036,-9.0,GB-POINTING_DEV-ALL,-0.05688422214379471,0.22792279747800412,-0.05394877262667559,0.05688422214379471,0.05394877262667559,0.22792279747800412
47,exponential_smoothing,GB,POINTING_DEV,ALL,2706,0.0,15027.0,1.0,93339.38943660501,6.0,GB-POINTING_DEV-ALL,0.04006058957968511,-0.2591049410613902,0.0538165707255461,0.04006058957968511,0.0538165707255461,0.2591049410613902
48,exponential_smoothing,NO,MOBILE_COMPUTING,ALL,2701,0.0,58246.0,42.0,57263.09879574702,38.0,NO-MOBILE_COMPUTING-ALL,-0.004738192873046304,-0.038330633439857896,-0.029537425729123906,0.004738192873046304,0.029537425729123906,0.038330633439857896
